CpGmarker,chr:coord_hg19,RNA_seq_ENCFF754LBN,RNA_seq_ENCFF398HDS
cg08256260,chr16:29937746,0.005549999885261059,0.029809364869392344
cg08331960,chr16:2076597,,
cg08355340,chr16:82203585,0.05556002453085966,0.0027699999045580626
cg08395706,chr16:31084501,0.011352333357402433,
cg08402568,chr16:70680817,,0.011841945486848875
cg08441546,chr16:21610370,0.02603526281561693,
cg08461397,chr16:69220726,0.01726890617283061,0.0031135954077910174
cg08473533,chr16:1402333,0.008060935261599022,0.16684029932294106
cg08535091,chr16:30934696,0.008320000022649765,0.01643456807963688
cg08696890,chr16:57126212,0.0077529133803497146,0.010181746097582161
cg08738269,chr16:88519222,0.013867143308743834,
cg08747377,chr16:82660670,,
cg08789908,chr16:67464707,0.01943144848316829,
cg08860143,chr16:30385767,0.012780055981233466,
cg08872742,chr16:66400320,,
cg08965527,chr16:84178213,0.012285987221150626,
cg08966293,chr16:30134858,,0.021379962761723697
cg08977371,chr16:82660490,,
cg09039698,chr16:30007384,0.0516634375713433,0.050541549825575204
cg09060849,chr16:23521224,0.06115458874110866,
cg09069593,chr16:57576285,,
cg09102714,chr16:70323758,,0.0027699999045580626
cg09137696,chr16:56672415,0.01606825003400445,
cg09144422,chr16:68056595,0.6298361121864985,0.005638318008882782
cg09186685,chr16:22217479,0.006510287541122482,0.04545421837246977
cg09212468,chr16:57728632,,
cg09222791,chr16:66835320,0.006943973194807768,
cg09230646,chr16:50099117,0.01592651516142668,0.019317701202014398
cg09234872,chr16:2205644,,0.38326265549403615
cg09276451,chr16:4421603,0.15210299253315104,0.005549999885261059
cg09306186,chr16:73081722,0.038583518005907536,
cg09407859,chr16:66995461,,0.0027699999045580626
cg09514038,chr16:19467267,,
cg09548179,chr16:2570492,,0.24595945282693843
cg09584711,chr16:72096944,0.01106257441610393,
cg09585834,chr16:4784440,0.01038048335707653,
cg09615982,chr16:2273300,0.017033333114037912,0.011090000160038471
cg09617747,chr16:69788565,0.1437764574176727,0.011014674070200113
cg09669099,chr16:69419557,0.04487114891074367,
cg09725013,chr16:27561559,0.011090000160038471,0.0748327416795773
cg09765256,chr16:31085507,0.10143846360873993,0.032601147165470884
cg09794131,chr16:71264658,,
cg09816471,chr16:11761860,0.007126195686515016,
cg09831311,chr16:85833828,0.058550295739616516,0.5352779309499888
cg09852871,chr16:739598,0.11570613506131636,0.005948013610091724
cg09864712,chr16:726786,,0.018790124534650187
cg09881917,chr16:70487956,,0.005549999885261059
cg10065825,chr16:65157050,0.011090000160038471,
cg10078415,chr16:20775011,0.006072427925113358,0.023990199155641018
cg10084993,chr16:2077647,,
cg10139614,chr16:88878480,0.308133877310075,0.02095840817122762
cg10163825,chr16:776685,0.026452269070686544,0.01372179539033451
cg10186456,chr16:2892912,,
cg10221501,chr16:66600394,,0.008637593594070942
cg10240083,chr16:12608382,,0.021063797587191343
cg10358212,chr16:81069005,,
cg10362591,chr16:55689865,,
cg10379112,chr16:21169738,,0.006315538400891595
cg10396357,chr16:4323326,0.011090000160038471,0.019790270789484452
cg10432620,chr16:74808963,,
cg10458876,chr16:67927632,,0.05691598483972121
cg10468369,chr16:70333434,0.013869999907910824,0.02721181822063263
cg10475433,chr16:71323603,0.04162892802352352,0.007772032963367854
cg10478221,chr16:679917,,0.019595904559606598
cg10574499,chr16:67918754,,0.011762354529711829
cg10586756,chr16:56782283,,0.5415959682093845
cg10609615,chr16:3766942,0.06071169517395502,0.0027699999045580626
cg10624445,chr16:58006124,,
cg10631471,chr16:48279243,,0.02321662808035739
cg10683939,chr16:73178242,,
cg10689889,chr16:79634732,0.18391249972310933,0.012791382905974298
cg10705951,chr16:29985294,0.005549999885261059,0.1414861115187564
cg10708675,chr16:69760758,,0.011047710081605057
cg10784785,chr16:48419812,0.03602422393855359,0.026321171901358333
cg10784813,chr16:11348678,0.737132167615498,
cg10805676,chr16:421990,0.19360373982987797,0.011090000160038471
cg10819446,chr16:67693619,0.12627311674715427,
cg10917602,chr16:30996630,,0.01399041772923824
cg10920957,chr16:87635473,,
cg10922280,chr16:68034227,0.028483818880698862,0.028900573661834225
cg10938486,chr16:20420716,0.018423492988341884,
cg10960946,chr16:1359179,0.013328778034927349,0.008401839019752097
cg10965432,chr16:53537025,0.23213869048326852,
cg10976172,chr16:30597528,,0.0072783902264768035
cg10985987,chr16:29874508,0.1949251643859614,
cg10995380,chr16:31484032,,
cg11027330,chr16:764794,,
cg11034861,chr16:67194079,0.008320000022649765,0.087372568719312
cg11093356,chr16:70380593,0.02121170887523154,0.008035372540939088
cg11094938,chr16:28888844,,0.0034535713345995025
cg11115702,chr16:28986698,0.015342064406893669,0.35543680871764843
cg11140307,chr16:66730384,0.01667996906603758,
cg11255163,chr16:68771200,,0.0066690399413928386
cg11258532,chr16:66877873,,
cg11297236,chr16:20416475,,
cg11323198,chr16:62069806,,
cg11323230,chr16:56459217,1.3737386545802739,
cg11375102,chr16:1583810,0.005898553563950774,0.43494823049129305
cg11395975,chr16:2255950,,0.07923488632092088
cg11399527,chr16:66914446,,0.06409238076832875
cg11403598,chr16:69374664,,0.04111195328360505
cg11432797,chr16:29674487,,0.22271214373361703
cg11476254,chr16:89159666,,
cg11564268,chr16:69789107,,
cg11625451,chr16:81349061,0.01940999925136566,0.06793191951427822
cg11657615,chr16:67449861,0.013869999907910824,
cg11667754,chr16:68770981,,0.005522475132976871
cg11706111,chr16:71523144,,
cg11720778,chr16:3351073,0.012211714225954243,0.02222258468005349
cg11766698,chr16:21964765,,0.8922229177896815
cg11876012,chr16:101686,0.04774340966039083,
cg11879577,chr16:18813519,0.022398269126335017,0.06022875309350466
cg11884546,chr16:31366377,0.024835481232515087,0.5865606752303192
cg11893236,chr16:68345102,0.01664000004529953,0.07420954492467578
cg11911951,chr16:1430216,0.12056064828672909,
cg11913615,chr16:84273157,0.0029599377914383915,
cg11919694,chr16:30380600,0.17071987585886905,0.0027699999045580626
cg11933375,chr16:58718466,0.03186059823814789,0.007140693033464474
cg11970301,chr16:30087888,0.0027699999045580626,0.37676476300728884
cg11970458,chr16:31213481,0.46499023665866906,0.03229248719490819
cg12071544,chr16:4422228,0.10094032482130272,0.006067292372248932
cg12085044,chr16:66865077,0.008571818216957829,0.008320000022649765
cg12100791,chr16:31214417,,0.038155989248815386
cg12119029,chr16:89752879,0.019016397887425963,
cg12163490,chr16:65155841,0.00817421054173457,
cg12197254,chr16:285158,0.022384736363739267,0.1156153866226908
cg12265604,chr16:69139568,,0.013846134477365418
cg12268344,chr16:11374723,,
cg12317456,chr16:55512868,,
cg12347740,chr16:70680380,,0.014614260909350023
cg12360373,chr16:28834065,0.04933804049661369,0.007001300003612414
cg12391048,chr16:2770336,0.011004919343958459,0.0027699999045580626
cg12398332,chr16:19895651,,
cg12400881,chr16:4987052,,
cg12403575,chr16:67194943,0.005549999885261059,0.04334246064114042
cg12437481,chr16:420112,0.3719229955408057,
cg12441964,chr16:66835860,0.0072183471196138665,
cg12454725,chr16:19179231,,0.0027699999045580626
cg12529801,chr16:9184705,0.01911161460642082,0.005549999885261059
cg12533335,chr16:84220778,0.3252246263436973,0.012149879140526147
cg12554476,chr16:20338808,,
cg12564453,chr16:56995840,,0.008320000022649765
cg12619509,chr16:2286601,0.014873730064042516,0.005549999885261059
cg12688670,chr16:29801602,,
cg12689475,chr16:837842,0.04525581012454413,
cg12699145,chr16:18995637,,
cg12741488,chr16:2933841,,0.015986218993641332
cg12797788,chr16:67881270,,0.12142471309537602
cg12845249,chr16:67876451,0.04935670801974889,0.5083555610585688
cg12879297,chr16:81110754,0.01454543851708111,0.003771126034317186
cg12914014,chr16:9058365,0.00673714280128479,0.061058353563013514
cg12940073,chr16:48180664,0.008158446619630728,
cg12960248,chr16:67753554,0.018685132600257177,0.036531214219655175
cg13067215,chr16:67427285,0.04714572218628977,
cg13150441,chr16:30774108,,0.14024204540384602
cg13156121,chr16:58010114,,
cg13232900,chr16:75656651,0.27614865219801144,0.0027699999045580626
cg13244707,chr16:21963795,0.1283479058636617,
cg13247990,chr16:46782176,0.006913350734138052,
cg13271951,chr16:30041760,,
cg13277179,chr16:30759310,,0.009828415939049555
cg13319139,chr16:70472477,0.023149872989379587,
cg13365761,chr16:23194156,,
cg13391235,chr16:85316611,,
cg13426503,chr16:53468712,0.03204437126685443,1.6213536396288217
cg13439730,chr16:31146999,0.008320000022649765,
cg13446235,chr16:90039146,0.007517101432102314,0.21085773283604878
cg13473336,chr16:31494571,,
cg13494498,chr16:89990214,,0.005549999885261059
cg13496066,chr16:75580831,0.010771268997625046,
cg13500388,chr16:67062135,0.053705304812972254,
cg13516796,chr16:5122251,,0.026978985983112904
cg13543096,chr16:30125400,0.03975932593211597,0.01398135668799356
cg13552869,chr16:29909924,,
cg13578400,chr16:67907301,,0.21457142149448916
cg13623690,chr16:84651800,3.8264788283736673,
cg13652556,chr16:1993336,0.03008551688800598,
cg13671818,chr16:12070223,0.02377016308833084,
cg13726463,chr16:31439681,,
cg13745346,chr16:89044523,,
cg13752949,chr16:19535313,,0.027082240295499726
cg13759328,chr16:82661521,,
cg13798289,chr16:67875619,0.06347902708377996,
cg13813391,chr16:66613407,,
cg13828871,chr16:31128860,0.027397922686157893,0.20315966951038786
cg13846555,chr16:67970749,0.5850734689356809,0.009819974948915847
cg13851211,chr16:50321678,0.018736667310198147,0.2283879797963746
cg13883681,chr16:58768565,0.013227841724715323,0.005549999885261059
cg13897627,chr16:49378497,,
cg13906548,chr16:75600564,0.010364953398043029,0.210443889048703
cg13928306,chr16:3162397,0.007677840844156559,0.008263469407601016
cg13951948,chr16:30546188,0.06087845097702574,0.006165087657057468
cg13969584,chr16:90038469,0.017953765534440478,
cg13974531,chr16:31228444,,
cg14026602,chr16:9056723,0.29174381594854104,0.17028374066042187
cg14055374,chr16:79634410,0.331287157617305,0.011090000160038471
cg14074117,chr16:1909714,,
cg14100184,chr16:851298,,0.008320000022649765
cg14102807,chr16:28943677,,0.1050318234043074
cg14129103,chr16:12609068,0.007787232052318619,0.014475982009787999
cg14131445,chr16:31519964,,0.026380512546986725
cg14176836,chr16:30484218,,0.8312332908230418
cg14221831,chr16:66952714,0.0027699999045580626,0.008290842126466726
cg14244577,chr16:70332878,,0.0027699999045580626
cg14289511,chr16:24682446,,
cg14370448,chr16:30103978,0.6432939148844775,0.0029224515164030657
cg14387505,chr16:31538946,,0.005549999885261059
cg14400118,chr16:55513191,,
cg14444710,chr16:2587080,0.008292574278715223,0.029999550686861175
cg14654875,chr16:3493997,0.008290374352731169,0.10562246921298064
cg14671453,chr16:31044716,0.011047817468612853,0.01794214283564317
cg14696348,chr16:89984517,,0.04512456319575892
cg14709524,chr16:89940631,,0.020121489473162814
cg14710524,chr16:30662724,0.01827302550067421,0.07031054834503114
cg14711709,chr16:8891291,0.014538059361916628,
cg14747225,chr16:103024,0.008292574278715223,0.01664000004529953
cg14792480,chr16:66954257,0.004764347716801516,
cg14820573,chr16:102121,,
cg14821083,chr16:30457280,0.32401816782778536,0.004159999894909561
cg14828965,chr16:30773423,0.016646005886581702,0.010386270599737459
cg14863484,chr16:58768010,0.07382589916343145,
cg14951292,chr16:4525986,0.014608571510191778,
cg14959707,chr16:11876391,0.22975842834931062,
cg15047833,chr16:57496411,,0.7344488022848964
cg15070798,chr16:740561,0.07628800073130564,0.0027699999045580626
cg15134649,chr16:56659336,,
cg15149645,chr16:28550619,,
cg15153383,chr16:57770620,0.011671111092760434,0.011862086606124278
cg15195353,chr16:4382775,,0.008320000022649765
cg15195412,chr16:57406955,,
cg15201635,chr16:68482637,,
cg15206445,chr16:89573312,0.009794026518454858,
cg15213605,chr16:70557485,0.31219066062685613,0.011616837529815797
cg15239579,chr16:3767978,,0.00861607699547536
cg15247144,chr16:31213730,1.0378666178203113,0.02106639583119981
cg15264808,chr16:81041398,,0.034536583349108696
cg15298545,chr16:20816476,0.006683068125064231,
cg15301525,chr16:67515344,,0.024141357227117563
cg15337006,chr16:31271009,,
cg15426734,chr16:67695272,0.0027699999045580626,0.03213593535568853
cg15460516,chr16:3070249,0.0027699999045580626,0.11134480020962656
cg15468095,chr16:31214401,,0.03602151761682033
cg15473868,chr16:56716621,,0.11768681914652236
cg15488251,chr16:15951224,,
cg15508020,chr16:58232206,,
cg15581500,chr16:83841755,0.008320000022649765,0.4764015166768876
cg15643724,chr16:2034532,,0.14358296776724574
cg15645784,chr16:4852962,0.038311776073992644,
cg15663121,chr16:4898306,0.006403999928928291,0.24164349555246206
cg15669092,chr16:89989024,,0.0037673093146757294
cg15703512,chr16:22012565,0.005549999885261059,0.007732588241753333
cg15755548,chr16:331050,,
cg15785580,chr16:31119650,,0.12899445462510875
cg15786879,chr16:21169615,,0.006106890164451991
cg15824705,chr16:75285087,,
cg15824968,chr16:71842778,0.7726302473919647,0.03379660811126604
cg15869642,chr16:49326109,,
cg15890111,chr16:8768700,0.008320000022649765,0.048609526247306356
cg15928446,chr16:30661850,0.014020092543904428,0.004260298448489673
cg15936718,chr16:90088801,,0.0027699999045580626
cg15970621,chr16:30760244,,0.2749753457028419
cg15993402,chr16:89723979,0.207849362205664,
cg16003913,chr16:127072,0.007727829118845885,
cg16014085,chr16:30406122,0.01940999925136566,
cg16034046,chr16:85646474,,0.07934319237223884
cg16050957,chr16:24550743,0.005014508085699416,1.8461569539504126
cg16119274,chr16:82204391,0.005549999885261059,0.026521971678807283
cg16133244,chr16:1400833,0.2541496253188031,
cg16148454,chr16:69385606,0.034113765317955964,
cg16152813,chr16:30042407,,
cg16177830,chr16:12059019,,0.00997280714657615
cg16236759,chr16:1359182,0.013328778034927349,0.0083535027632353
cg16270890,chr16:1875963,0.08565044892659211,0.008320000022649765
cg16303453,chr16:66879016,,
cg16444968,chr16:89641723,,
cg16449972,chr16:49861382,,
cg16454349,chr16:4837889,,
cg16480209,chr16:58004460,,
cg16504670,chr16:90014253,,
cg16508857,chr16:78133117,0.01172206164545722,
cg16616769,chr16:19727142,,
cg16652241,chr16:58059321,,
cg16657615,chr16:3070630,,0.06350648380639473
cg16777782,chr16:82671333,0.008320000022649765,
cg16790239,chr16:89985254,,0.04089264363570701
cg16825643,chr16:88802743,0.46787889965552637,
cg16834187,chr16:50404286,,0.0027699999045580626
cg16863382,chr16:75252695,,
cg16893574,chr16:71392095,,
cg16899442,chr16:776458,0.01696441543663477,0.013604342402742225
cg16940935,chr16:20702428,,0.037759027267316184
cg16953064,chr16:72127243,0.131445137709565,
cg17022635,chr16:31190875,0.015095969049107968,
cg17122311,chr16:28517278,,0.0066364592745561495
cg17170504,chr16:58283121,,
cg17199483,chr16:16042767,0.03012491249597801,
cg17217677,chr16:68483194,,
cg17228833,chr16:18812558,0.1994332916189236,
cg17234150,chr16:24266905,,
cg17328659,chr16:729498,0.005549999885261059,0.0027699999045580626
cg17386181,chr16:56685902,,
cg17428423,chr16:30022132,,
cg17465631,chr16:81272500,0.0027699999045580626,0.005549999885261059
cg17500962,chr16:73178951,,
cg17501569,chr16:811064,,
cg17561452,chr16:84224707,0.003581910014801313,0.014208212151457478
cg17582250,chr16:67906816,0.005549999885261059,0.10129933382638476
cg17625032,chr16:57054740,0.017881290371259375,3.0513286397242583
cg17655614,chr16:68770944,,0.005522475132976871
cg17698643,chr16:15982631,0.15192466749188802,0.0027699999045580626
cg17706173,chr16:1582581,,
cg17714030,chr16:229983,0.010952921362536217,
cg17733331,chr16:68678998,,
cg17794261,chr16:30583759,0.006487358406511188,0.0027699999045580626
cg17800442,chr16:30908233,,
cg17804302,chr16:50581891,0.005276557264208305,0.009623901491674284
cg17851105,chr16:1464982,,0.0027699999045580626
cg17858663,chr16:81039969,0.1955607730774511,0.08781717985104291
cg17863168,chr16:88878090,0.5394552875672493,0.011793430468887332
cg17886959,chr16:56642024,0.032696358515809,0.005549999885261059
cg17896249,chr16:67225987,,0.32671003572263374
cg18022344,chr16:21665238,0.007823134338094005,0.02738731971848756
cg18107072,chr16:67427811,0.005549999885261059,0.0027699999045580626
cg18146152,chr16:1400772,0.2260791266550707,
cg18160978,chr16:31085251,0.13289112210310902,0.032386508610034524
cg18206040,chr16:47006731,0.39734566189404436,0.016640579773356087
cg18279742,chr16:2015703,,0.14105845430396738
cg18282543,chr16:1384682,,0.02000097768555536
cg18306327,chr16:14726533,0.16839453105058055,0.01219586199470635
cg18342900,chr16:46865048,0.17329885245026774,
cg18345369,chr16:2907859,0.013869999907910824,0.00706506659121563
cg18347238,chr16:69345951,,0.0234696162609409
cg18350391,chr16:3115552,,0.15848148082467642
cg18368125,chr16:69385827,0.03488199478549479,
cg18371284,chr16:75182568,0.01949191319719226,0.15805091555427078
cg18383391,chr16:77224198,0.008434164201256292,
cg18445047,chr16:89767797,0.07813908775569871,
cg18485955,chr16:12058043,,
cg18530748,chr16:28634844,0.05947364807881245,
cg18587271,chr16:46917496,0.005549999885261059,0.013869999907910824
cg18609562,chr16:10789701,,
cg18633178,chr16:58163203,0.7695693126139797,0.0027699999045580626
cg18693704,chr16:66731313,,
cg18711066,chr16:68118822,0.0027699999045580626,0.02046340756388203
cg18806980,chr16:84438123,,
cg19030554,chr16:1822289,0.23783623544206642,0.014586540507599523
cg19034028,chr16:68677364,,0.005549999885261059
cg19064258,chr16:22826117,,
cg19091641,chr16:21223674,,
cg19094438,chr16:75286009,,
cg19105690,chr16:68278969,,0.011090000160038471
cg19110355,chr16:69796693,,0.032863541011538294
cg19168338,chr16:4465731,0.6016408990594811,0.011156451524866204
cg19194454,chr16:69760878,,0.01106257441610393
cg19216839,chr16:89882934,0.0027699999045580626,
cg19238840,chr16:20339175,,
cg19289461,chr16:30394812,,0.020546708160783734
cg19297232,chr16:68483021,,
cg19328294,chr16:2908554,,0.0027699999045580626
cg19356324,chr16:68345990,,0.0503380992531515
cg19369556,chr16:82661725,,
cg19378133,chr16:6068835,,
cg19403023,chr16:2848797,,0.01341575158309508
cg19423311,chr16:27413904,0.008849781469691322,0.9529211978959918
cg19428417,chr16:66959729,0.005508507348235641,0.0027699999045580626
cg19510999,chr16:66586309,0.18193480927366645,0.13271571512034694
cg19514469,chr16:67233432,0.012156086896910615,
cg19546781,chr16:57438715,,
cg19571071,chr16:27561715,0.012362611705472894,0.06075228660205969
cg19593572,chr16:22308486,0.04573209944936808,0.02840047119263345
cg19663795,chr16:30393854,0.2615939203978461,0.0371846378806449
cg19703826,chr16:3185452,,0.014865000022615751
cg19706682,chr16:84179331,,
cg19790294,chr16:88717755,0.06294600997919082,0.013380760495537814
cg19807685,chr16:82068980,,
cg19815928,chr16:67514524,0.11466162097164223,0.013600679521349449
cg19819571,chr16:71929055,0.08222059841428017,0.006217453945885224
cg19819891,chr16:31129424,0.02701963151952154,0.2032797121015998
cg19824325,chr16:58548873,0.0220143689480252,
cg19837824,chr16:2097351,0.014011326426526114,0.008346933267182773
cg19854301,chr16:82671450,,
cg19890739,chr16:85723539,0.0168746335136636,
cg19939627,chr16:1823875,0.01887076351176663,0.13225521182088631
cg19973135,chr16:71660103,,
cg19977912,chr16:619814,0.0027699999045580626,0.053577866752942405
cg19981839,chr16:30366847,0.06275920151382164,0.04129021723359904
cg20023231,chr16:22825282,,
cg20083730,chr16:56659724,,0.021570434716526463
cg20100381,chr16:66864408,0.1492878806561306,0.0027699999045580626
cg20141013,chr16:9186050,,2.6425944191039052
cg20142224,chr16:57520176,,
cg20253700,chr16:2099508,,0.013869999907910824
cg20264732,chr16:68269763,0.014781603835663706,0.012337356629872002
cg20295000,chr16:48278285,0.00832168276882866,0.9786444151195987
cg20312475,chr16:19896461,,
cg20315643,chr16:84220562,0.20382841233466123,0.015261821034881804
cg20349625,chr16:81804389,,
cg20373326,chr16:82068803,,
cg20401945,chr16:29912460,,
cg20427865,chr16:57406353,,
cg20452583,chr16:8891910,,0.16188162170406292
cg20543416,chr16:3095676,0.02028182164323911,
cg20567721,chr16:81040639,0.12430754403600044,0.0659753120779536
cg20587543,chr16:8768110,,
cg20652640,chr16:88520056,0.010961162944345973,0.030112763017409873
cg20672044,chr16:72096498,,
cg20675440,chr16:69374895,,0.03256533626669661
cg20687462,chr16:57570777,0.036137363916739475,0.013594765415291477
cg20712430,chr16:3013923,,
cg20744809,chr16:71323116,0.0794056362734917,0.013497930873423962
cg20769774,chr16:50775476,0.2773038649796845,0.0086003534596959
cg20797766,chr16:2770866,0.006118550671406252,0.0027699999045580626
cg20807545,chr16:77469538,,
cg20886062,chr16:2301787,0.03800910192441911,
cg20957193,chr16:75032774,0.004315384523116449,
cg20977864,chr16:71264290,,
cg20981893,chr16:67465461,0.026380407677572385,
cg20999813,chr16:84734014,,0.20839583475672246
cg21024145,chr16:18801635,2.996554790984517,0.011090000160038471
cg21048669,chr16:78056379,,
cg21112925,chr16:66968030,0.15914316710428406,0.0027699999045580626
cg21142272,chr16:67224341,,
cg21184011,chr16:88636102,0.017944285722107302,
cg21196187,chr16:67926862,,
cg21212066,chr16:74640816,0.9629217686963052,0.005549999885261059
cg21228284,chr16:72127518,0.10645728750634899,0.03682688180787829
cg21275690,chr16:3072970,0.027713072033698282,0.03829822913880583
cg21369679,chr16:47007757,0.2666314626510096,0.07287579942696544
cg21458041,chr16:11364014,,
cg21509097,chr16:68279613,,0.01488346278391015
cg21510697,chr16:23161157,0.005549999885261059,
cg21514871,chr16:3307814,0.005651711151352461,0.004212418787461598
cg21522797,chr16:81806083,,
cg21530453,chr16:56226346,,0.015253888853799758
cg21608192,chr16:17563827,0.29607294254618094,0.004684509761521922
cg21615663,chr16:19727911,,0.005549999885261059
cg21644628,chr16:50099438,0.017935022372338506,0.01664000004529953
cg21644826,chr16:20775352,0.0045976422166800115,0.04306408982175841
cg21686987,chr16:75252973,,
cg21695020,chr16:68014626,0.005549999885261059,
cg21696393,chr16:1030401,0.11045635872499604,
cg21742836,chr16:30086175,0.014205810431033335,0.026058269607291018
cg21745164,chr16:23765304,,
cg21844038,chr16:4665248,0.016544482799182678,
cg21862373,chr16:2014791,5.3823248940492485,0.01520160715361791
cg21910663,chr16:88730440,,0.009159962636237936
cg21918026,chr16:68344902,0.4912684601222576,0.06672174507459426
cg21946698,chr16:326615,,0.008320000022649765
cg21954346,chr16:68271489,,0.0073468664392057495
cg21960110,chr16:202482,,
cg21982518,chr16:18995173,,
cg21989500,chr16:23607577,0.19030482319002143,
cg22062239,chr16:31106011,0.27265131707999213,
cg22067472,chr16:69458746,,0.2711698756747161
cg22136326,chr16:57278759,0.10190440986576552,0.007185069410803003
cg22136365,chr16:71611043,,
cg22178085,chr16:15736658,0.04312508675430035,0.036407424865466394
cg22244418,chr16:56484117,0.015963493379949328,
cg22285897,chr16:48278073,0.006375288393778296,0.6959965393329278
cg22328890,chr16:68298258,0.07597033162208566,0.035544141214112535
cg22337624,chr16:72126421,0.03794528029227097,
cg22377963,chr16:30905861,,0.06542214453034567
cg22381196,chr16:72041376,0.01940999925136566,0.0027699999045580626
cg22536398,chr16:2521659,,
cg22605342,chr16:11944985,0.06696421414047034,
cg22609068,chr16:31711784,0.009806613319242994,0.6555793378129602
cg22655224,chr16:56623448,,0.007497128696263869
cg22659426,chr16:28503060,0.13879670827020135,0.00815155175875808
cg22674717,chr16:51185394,,
cg22677246,chr16:84651094,1.8835399691898032,0.014305168490731315
cg22721827,chr16:2520958,,
cg22744680,chr16:3014898,,
cg22784047,chr16:29824542,0.02011253083457096,0.008907180142105014
cg22827290,chr16:30960753,,0.1992361303073724
cg22874960,chr16:15737314,0.0027699999045580626,0.32073234278267543
cg22947000,chr16:81272281,0.0027699999045580626,
cg22973038,chr16:28857255,0.531399279827252,0.01569822536636224
cg22995106,chr16:70558876,0.006399999930532557,0.21912962558709476
cg23040064,chr16:87635784,,
cg23092086,chr16:55909573,,
cg23093496,chr16:29757323,0.8526463464460475,
cg23099347,chr16:29827497,0.004259285608506096,0.1350568061396997
cg23185402,chr16:47495113,0.08111060644241556,0.10436955969369806
cg23217005,chr16:56691744,,0.04168833783898777
cg23353982,chr16:30103089,0.011090000160038471,0.013013177533921238
cg23392782,chr16:88772647,1.2585313631118171,0.010436447398541005
cg23401756,chr16:68013981,0.005141176358687089,
cg23444894,chr16:19297743,,
cg23445511,chr16:69373498,0.18688270548877658,0.3007690748889689
cg23460697,chr16:4902898,,0.34132209377005657
cg23471482,chr16:57392198,,0.0027699999045580626
cg23487586,chr16:85315923,,
cg23517548,chr16:28962521,,0.32740047396720384
cg23530850,chr16:85647010,0.005549999885261059,0.045017642541321595
cg23580000,chr16:50322156,,0.7916413983260455
cg23582919,chr16:23568380,0.02600184577164059,
cg23606079,chr16:84853871,0.010843168464627597,0.2056854121071145
cg23617760,chr16:84681507,0.005549999885261059,0.005549999885261059
cg23656386,chr16:68003240,0.0027699999045580626,0.004975669585941692
cg23761196,chr16:58664510,0.010994482913921619,0.008320000022649765
cg23797100,chr16:28996053,0.004320110409206696,0.012476392935611898
cg23813257,chr16:3115286,0.017311840883171708,0.07580840302740827
cg23815491,chr16:72088622,,0.09942799975213251
cg23830326,chr16:88637332,0.010619281182443005,0.06546999960661659
cg23858565,chr16:67595703,0.059467555968987375,
cg23877786,chr16:89626662,0.08784118700919852,0.016705211678124738
cg23894003,chr16:30676444,,0.08953573627216263
cg23910243,chr16:31484618,,0.008430705635863192
cg23970785,chr16:11036526,,0.007671606604040402
cg23989635,chr16:68771203,,0.0066690399413928386
cg23998987,chr16:2021791,0.01700470613595707,
cg24014020,chr16:620796,0.0027699999045580626,0.013567420756191488
cg24063470,chr16:86600389,,
cg24075743,chr16:11375385,,0.01106257441610393
cg24091698,chr16:14013720,,
cg24110063,chr16:31439752,,
cg24115627,chr16:30995245,0.005549999885261059,0.1744258351939872
cg24217877,chr16:49378579,,
cg24235633,chr16:29875177,,0.013704256173932223
cg24237576,chr16:2285775,,0.04487987174100444
cg24250393,chr16:23846838,0.0027699999045580626,
cg24264578,chr16:3405902,,
cg24306924,chr16:46918433,,0.0027699999045580626
cg24399405,chr16:189577,,0.0027699999045580626
cg24429836,chr16:75150744,0.029741190784122972,
cg24433189,chr16:1128689,,
cg24444408,chr16:87799134,0.10394820432524729,0.03975177457740486
cg24474998,chr16:19533603,0.07058078492535096,
cg24633242,chr16:53537307,0.028662903249383934,0.008320000022649765
cg24642468,chr16:49407997,,
cg24652919,chr16:3073191,0.06488117194686342,0.02130084777218371
cg24662961,chr16:54320670,,
cg24687764,chr16:81111074,,0.013264345520185745
cg24705286,chr16:27215306,0.0027699999045580626,0.029010076499663483
cg24728447,chr16:47495541,0.01664000004529953,0.18646665880377603
cg24794992,chr16:21689897,,
cg24930915,chr16:2199120,0.0067668071953602225,
cg24966460,chr16:75682643,0.019967433528090033,0.502055486687401
cg25023245,chr16:401986,0.15427416370731042,0.00763011555257388
cg25023941,chr16:29690035,,0.008320000022649765
cg25033993,chr16:31022372,,
cg25047001,chr16:10277017,,
cg25047102,chr16:31106318,0.09776827794829668,
cg25101056,chr16:84273997,,
cg25193494,chr16:90016004,,0.08570999965256003
cg25300941,chr16:69344885,0.012880315282591828,
cg25325612,chr16:46723166,0.19752058828267835,
cg25341653,chr16:67233277,0.005006999957549852,
cg25341726,chr16:28518331,0.00389842095406712,
cg25432323,chr16:70322827,0.08797463906134602,
cg25463428,chr16:30381109,0.20376234514606267,
cg25645462,chr16:57653702,,
cg25653103,chr16:1993130,0.0354068965665145,
cg25662680,chr16:67880587,0.013252009016433202,0.00560845059349241
cg25665528,chr16:2260870,0.013777611588659557,0.004742903116669866
cg25690265,chr16:19467942,,
cg25771195,chr16:58163814,,0.010390643689707659
cg25898500,chr16:1877264,0.005494950380692682,0.07522907703557515
cg25957124,chr16:21171084,0.005549999885261059,0.01719326672476352
cg25974870,chr16:56485177,0.895998677365103,
cg26003813,chr16:23689802,0.00580968739814125,0.011989147424606428
