CpGmarker,chr,pos
cg15736165,chr15,83951732
cg15787039,chr15,32934185
cg15940569,chr15,27019356
cg15973234,chr15,81072152
cg16003238,chr15,65670876
cg16016951,chr15,48624163
cg16029760,chr15,65341902
cg16046465,chr15,44487192
cg16119128,chr15,40630304
cg16131766,chr15,23810280
cg16154416,chr15,79382767
cg16267059,chr15,44117132
cg16273788,chr15,101142760
cg16275172,chr15,52121933
cg16310262,chr15,65903328
cg16312647,chr15,64455677
cg16321029,chr15,25068850
cg16330965,chr15,66790390
cg16391792,chr15,58723657
cg16543027,chr15,40599680
cg16571399,chr15,62939540
cg16593081,chr15,55799927
cg16639637,chr15,22833308
cg16695354,chr15,52030164
cg16703647,chr15,78632592
cg16711185,chr15,49255875
cg16778903,chr15,72612567
cg16831889,chr15,50558051
cg16862838,chr15,77224587
cg16940801,chr15,72523516
cg16958189,chr15,83736204
cg17018527,chr15,83775931
cg17037924,chr15,48623100
cg17115258,chr15,102192853
cg17133183,chr15,78632861
cg17146877,chr15,40856878
cg17186444,chr15,29561501
cg17207590,chr15,63570580
cg17208363,chr15,41851964
cg17258195,chr15,74466337
cg17260725,chr15,59397288
cg17260954,chr15,26026347
cg17316750,chr15,41047892
cg17338403,chr15,92395836
cg17428950,chr15,45927554
cg17497271,chr15,40212781
cg17556578,chr15,63481415
cg17563769,chr15,59949922
cg17676096,chr15,52263839
cg17732044,chr15,90234207
cg17788682,chr15,80697029
cg17790333,chr15,74660265
cg17793621,chr15,26108084
cg17866455,chr15,85173951
cg17897236,chr15,23034682
cg17978274,chr15,93013676
cg18013830,chr15,40861582
cg18085517,chr15,31394285
cg18099844,chr15,34395540
cg18145505,chr15,33009498
cg18219418,chr15,72563529
cg18230771,chr15,89347176
cg18372353,chr15,35838733
cg18431127,chr15,43513563
cg18499731,chr15,25522171
cg18506672,chr15,25200253
cg18552939,chr15,23932620
cg18592307,chr15,44119432
cg18613421,chr15,54051543
cg18619831,chr15,41836576
cg18661868,chr15,91427965
cg18671950,chr15,48936953
cg18766912,chr15,25683909
cg18809151,chr15,41694502
cg18846362,chr15,63674159
cg18860847,chr15,72103457
cg18952647,chr15,83953744
cg18997990,chr15,44084145
cg19021732,chr15,34502525
cg19091474,chr15,73344252
cg19170321,chr15,42640316
cg19177941,chr15,101420185
cg19182048,chr15,31618604
cg19187486,chr15,74833838
cg19224278,chr15,101419017
cg19305227,chr15,45544335
cg19326876,chr15,26107658
cg19329389,chr15,64680051
cg19362572,chr15,49256042
cg19366178,chr15,52484857
cg19409156,chr15,48413040
cg19468534,chr15,41623761
cg19510604,chr15,74901076
cg19510698,chr15,101421249
cg19570574,chr15,39872824
cg19686152,chr15,52121542
cg19771482,chr15,59980968
cg19777470,chr15,78633455
cg19781053,chr15,30114912
cg19803984,chr15,25068790
cg19817399,chr15,75018674
cg19836283,chr15,68724690
cg19839691,chr15,64673790
cg19911362,chr15,50716322
cg19930802,chr15,25972474
cg19988449,chr15,83952808
cg20015855,chr15,68937562
cg20082641,chr15,69590255
cg20119871,chr15,25972400
cg20259534,chr15,40453036
cg20314325,chr15,40886501
cg20339230,chr15,92937360
cg20372689,chr15,77223719
cg20433014,chr15,75018583
cg20468883,chr15,59982396
cg20484306,chr15,66679669
cg20543571,chr15,45248878
cg20550118,chr15,78633662
cg20603888,chr15,48470973
cg20630655,chr15,75918700
cg20678353,chr15,38988560
cg20696985,chr15,45480429
cg20761322,chr15,78423564
cg20775959,chr15,80696264
cg20828084,chr15,81070851
cg20840847,chr15,29213626
cg20861607,chr15,32323114
cg21033855,chr15,43662581
cg21039679,chr15,38989738
cg21053529,chr15,35046760
cg21132104,chr15,45694354
cg21223368,chr15,78441812
cg21229859,chr15,48469952
cg21250577,chr15,76603657
cg21273125,chr15,89631790
cg21296230,chr15,33010536
cg21359747,chr15,101420636
cg21377793,chr15,77364519
cg21380294,chr15,85144807
cg21402071,chr15,78933902
cg21416022,chr15,99789661
cg21460582,chr15,76005861
cg21465754,chr15,40986872
cg21484964,chr15,34395546
cg21917349,chr15,29213860
cg21973276,chr15,66994600
cg22017387,chr15,91565357
cg22068038,chr15,65578960
cg22187094,chr15,89878452
cg22211866,chr15,77713084
cg22290566,chr15,75105286
cg22340747,chr15,45683210
cg22369818,chr15,50647822
cg22432269,chr15,22892697
cg22492020,chr15,66648688
cg22555495,chr15,25201224
cg22563815,chr15,78856949
cg22580173,chr15,39873304
cg22657536,chr15,74988951
cg22680812,chr15,43512998
cg22727416,chr15,59041689
cg22777952,chr15,60296425
cg22794078,chr15,65904012
cg22831263,chr15,44955512
cg22870280,chr15,52404029
cg22886089,chr15,51973591
cg22916109,chr15,78730334
cg22927134,chr15,34349252
cg22940988,chr15,67538446
cg22946150,chr15,84116107
cg23074453,chr15,44487924
cg23131007,chr15,57210244
cg23137807,chr15,37393578
cg23165541,chr15,64338164
cg23191950,chr15,101419074
cg23208881,chr15,91411495
cg23228048,chr15,40732820
cg23234999,chr15,23811205
cg23287547,chr15,52820479
cg23323879,chr15,65504534
cg23337754,chr15,78632859
cg23366752,chr15,78556502
cg23382741,chr15,41121320
cg23393291,chr15,101142359
cg23412777,chr15,55881706
cg23414431,chr15,42640283
cg23424268,chr15,41056053
cg23484278,chr15,76351548
cg23504246,chr15,49715342
cg23637791,chr15,76016262
cg23681243,chr15,25684088
cg23684521,chr15,73926058
cg23685580,chr15,43940867
cg23727043,chr15,79104124
cg23790767,chr15,44069451
cg23838179,chr15,85291191
cg23855392,chr15,80189782
cg23865067,chr15,52860622
cg23877385,chr15,59908652
cg23979923,chr15,90777592
cg24088751,chr15,59949482
cg24098302,chr15,44719665
cg24110916,chr15,65282490
cg24125648,chr15,44092606
cg24154474,chr15,23086979
cg24244000,chr15,27670335
cg24283842,chr15,69745592
cg24323434,chr15,44084878
cg24345138,chr15,86337433
cg24387380,chr15,27159158
cg24399529,chr15,69373153
cg24424381,chr15,90233857
cg24447890,chr15,75105144
cg24653181,chr15,90039582
cg24688248,chr15,73976389
cg24709471,chr15,78633202
cg24817430,chr15,81294299
cg24824266,chr15,91643655
cg24888049,chr15,91426667
cg24906202,chr15,73345212
cg24924631,chr15,80264696
cg24951114,chr15,42841522
cg25003924,chr15,52861754
cg25026754,chr15,65426128
cg25122941,chr15,42500342
cg25159539,chr15,68570818
cg25172835,chr15,65671727
cg25229015,chr15,78591883
cg25417405,chr15,50474129
cg25429010,chr15,75932582
cg25455753,chr15,93014970
cg25475171,chr15,91643132
cg25490410,chr15,22833975
cg25523753,chr15,89631191
cg25665697,chr15,66857881
cg25829226,chr15,65134451
cg25951582,chr15,49913451
cg25978208,chr15,25093244
cg25985103,chr15,75660389
cg25985437,chr15,64386321
cg25996835,chr15,72978165
cg26025891,chr15,77287899
cg26033681,chr15,25069376
cg26052367,chr15,42566151
cg26053864,chr15,35087635
cg26062856,chr15,26109425
cg26065841,chr15,41244853
cg26091142,chr15,74423077
cg26190136,chr15,78441442
cg26232187,chr15,88799300
cg26377677,chr15,91412118
cg26410550,chr15,25229256
cg26416466,chr15,66546708
cg26491425,chr15,41166632
cg26531804,chr15,41135847
cg26561254,chr15,89164044
cg26674929,chr15,78730741
cg26677874,chr15,99791930
cg26704579,chr15,75018690
cg26817573,chr15,64126729
cg26918442,chr15,43622840
cg26929536,chr15,51973460
cg27011042,chr15,89456239
cg27015174,chr15,43622946
cg27056853,chr15,65809563
cg27079104,chr15,72668657
cg27087809,chr15,78527410
cg27167601,chr15,61521923
cg27169020,chr15,83954229
cg27257408,chr15,78526836
cg27321979,chr15,76352532
cg27379417,chr15,34394218
cg27394486,chr15,24921054
cg27472032,chr15,42500601
cg27494383,chr15,41805868
cg27496506,chr15,43559170
cg27505538,chr15,81616786
cg27525902,chr15,49716247
cg27554782,chr15,78933106
cg27584171,chr15,49338887
cg27592112,chr15,27670095
cg27626899,chr15,91475925
cg27635271,chr15,75941576
cg27638672,chr15,55611086
cg27649764,chr15,44719030
cg27652350,chr15,101420989
cg00000292,chr16,28890100
cg00011459,chr16,8890425
cg00040873,chr16,2009157
cg00043004,chr16,2030892
cg00069261,chr16,22386531
cg00128560,chr16,3352013
cg00256074,chr16,30386150
cg00332745,chr16,67208247
cg00334507,chr16,29824599
cg00424946,chr16,69221172
cg00425710,chr16,56672671
cg00435408,chr16,57220662
cg00451635,chr16,10675030
cg00461841,chr16,10523485
cg00485296,chr16,1821559
cg00487159,chr16,11349568
cg00511475,chr16,89238330
cg00547018,chr16,5121709
cg00659953,chr16,770731
cg00687686,chr16,58497236
cg00720137,chr16,80575018
cg00728317,chr16,56692033
cg00806490,chr16,82660873
cg00822607,chr16,30582918
cg00840403,chr16,71560205
cg00854637,chr16,67840857
cg00861635,chr16,3285425
cg00882451,chr16,21222863
cg00925717,chr16,23313148
cg00958517,chr16,70473316
cg01015871,chr16,56599188
cg01025842,chr16,67195069
cg01087710,chr16,67144175
cg01100784,chr16,1756771
cg01110846,chr16,29937190
cg01137737,chr16,19533410
cg01161216,chr16,89939448
cg01190915,chr16,56642761
cg01211097,chr16,84732969
cg01311051,chr16,30064897
cg01344518,chr16,326728
cg01351032,chr16,10971191
cg01374047,chr16,3074170
cg01443630,chr16,1525698
cg01449415,chr16,3184811
cg01457653,chr16,67193218
cg01489608,chr16,67979063
cg01602416,chr16,81130346
cg01656750,chr16,57771195
cg01683883,chr16,66613053
cg01687051,chr16,278852
cg01717706,chr16,11349308
cg01722994,chr16,10277317
cg01729862,chr16,1824041
cg01747665,chr16,1843424
cg01797043,chr16,2004686
cg01813965,chr16,57729104
cg01848594,chr16,81041324
cg01876612,chr16,85045424
cg01880569,chr16,82660328
cg01934790,chr16,756400
cg01934797,chr16,4381661
cg01940867,chr16,431543
cg01966105,chr16,2261237
cg01979004,chr16,1401195
cg01994779,chr16,75033384
cg01998785,chr16,55542709
cg02021817,chr16,53468150
cg02026235,chr16,725862
cg02062650,chr16,3074537
cg02119982,chr16,50731412
cg02164442,chr16,31405101
cg02168291,chr16,82671520
cg02198582,chr16,2099376
cg02225847,chr16,67563418
cg02238504,chr16,49861375
cg02298612,chr16,75528459
cg02475653,chr16,84437661
cg02497428,chr16,21665138
cg02510853,chr16,3031707
cg02552572,chr16,56597746
cg02556718,chr16,29910594
cg02609749,chr16,89786786
cg02626929,chr16,3011661
cg02631622,chr16,48418433
cg02647545,chr16,30007965
cg02656594,chr16,27412496
cg02718531,chr16,2932507
cg02735133,chr16,23652915
cg02741249,chr16,23521983
cg02805028,chr16,27899239
cg02859934,chr16,5083072
cg02910574,chr16,89725401
cg02932689,chr16,87425223
cg02989940,chr16,31539234
cg03152385,chr16,15188596
cg03169715,chr16,69140794
cg03217964,chr16,75182191
cg03264209,chr16,3931885
cg03278960,chr16,58035186
cg03297731,chr16,30124293
cg03309050,chr16,30583736
cg03570976,chr16,66968476
cg03582451,chr16,20816408
cg03586879,chr16,6068831
cg03619472,chr16,56486263
cg03627896,chr16,30934334
cg03634997,chr16,90089283
cg03691812,chr16,30194416
cg03700218,chr16,1832709
cg03701222,chr16,639209
cg03713346,chr16,57126807
cg03766965,chr16,30718443
cg03819692,chr16,89225639
cg03930357,chr16,84150069
cg03945800,chr16,4165515
cg03970351,chr16,69420083
cg03980304,chr16,27325000
cg03991512,chr16,75150456
cg04001668,chr16,57654347
cg04007936,chr16,8954017
cg04066242,chr16,14727239
cg04078251,chr16,29802448
cg04155026,chr16,67841269
cg04155793,chr16,89752847
cg04176254,chr16,67517429
cg04270274,chr16,58662988
cg04339860,chr16,69796075
cg04365980,chr16,78056736
cg04368877,chr16,30937210
cg04413148,chr16,67965867
cg04428453,chr16,20420652
cg04454391,chr16,23607818
cg04455064,chr16,28857889
cg04490516,chr16,2255169
cg04490714,chr16,55690564
cg04491089,chr16,84151300
cg04491443,chr16,20415966
cg04660698,chr16,29828145
cg04721098,chr16,24265703
cg04731384,chr16,90076766
cg04779191,chr16,69166964
cg04799664,chr16,57053850
cg04802221,chr16,67223955
cg04879696,chr16,89574810
cg04925864,chr16,67562517
cg04979725,chr16,1464225
cg05116896,chr16,30366237
cg05135288,chr16,717707
cg05165580,chr16,75657337
cg05186188,chr16,25228569
cg05215575,chr16,4838722
cg05225996,chr16,3163017
cg05243909,chr16,2097910
cg05266781,chr16,54965492
cg05361373,chr16,31213883
cg05362516,chr16,54965089
cg05436658,chr16,23847568
cg05439318,chr16,69458329
cg05457411,chr16,70381052
cg05461841,chr16,2879944
cg05467106,chr16,30621996
cg05483509,chr16,2563435
cg05546038,chr16,67207033
cg05547993,chr16,70835035
cg05556210,chr16,73082405
cg05590982,chr16,28550171
cg05689121,chr16,24740934
cg05700681,chr16,57392764
cg05729093,chr16,27324953
cg05732130,chr16,58426207
cg05824432,chr16,2301222
cg05832487,chr16,2509755
cg05869585,chr16,8890233
cg05876083,chr16,4743395
cg05887405,chr16,83982436
cg05916783,chr16,81348309
cg05982504,chr16,1844962
cg05995267,chr16,29822529
cg06020352,chr16,85931840
cg06030619,chr16,30194484
cg06042828,chr16,68058281
cg06071083,chr16,68002365
cg06094150,chr16,56685637
cg06100324,chr16,811347
cg06172871,chr16,72088244
cg06240124,chr16,23690079
cg06263943,chr16,1202015
cg06320982,chr16,58718767
cg06361108,chr16,2478781
cg06438404,chr16,85832847
cg06490162,chr16,15982174
cg06529761,chr16,3702486
cg06530118,chr16,28503379
cg06532176,chr16,78133804
cg06602857,chr16,86542807
cg06621126,chr16,67198243
cg06637893,chr16,67700960
cg06688848,chr16,57220097
cg06689536,chr16,2480094
cg06728335,chr16,2318300
cg06730286,chr16,1657372
cg06736444,chr16,2801793
cg06766367,chr16,67062687
cg06793062,chr16,76343868
cg06810461,chr16,67518144
cg06810647,chr16,1665094
cg06812033,chr16,50582453
cg06995715,chr16,86612590
cg07059052,chr16,2828302
cg07080946,chr16,280046
cg07114894,chr16,71495698
cg07190917,chr16,31045100
cg07195622,chr16,2803408
cg07207789,chr16,84852909
cg07295034,chr16,18937261
cg07314549,chr16,20817501
cg07352600,chr16,67143525
cg07384961,chr16,3068128
cg07398350,chr16,58035398
cg07456201,chr16,20363711
cg07506795,chr16,71523560
cg07512345,chr16,11362839
cg07617560,chr16,4475932
cg07634706,chr16,57438524
cg07685869,chr16,57836706
cg07690018,chr16,89642492
cg07707498,chr16,46865555
cg07773642,chr16,74330896
cg07804582,chr16,49407186
cg07817698,chr16,72042925
cg07842062,chr16,3306524
cg07842593,chr16,30457166
cg07879977,chr16,3254567
cg07896225,chr16,30905137
cg07909527,chr16,1833420
cg07929310,chr16,85061061
cg07977490,chr16,15527940
cg08081725,chr16,15743607
cg08256260,chr16,29937746
cg08331960,chr16,2076597
cg08355340,chr16,82203585
cg08395706,chr16,31084501
cg08402568,chr16,70680817
cg08441546,chr16,21610370
cg08461397,chr16,69220726
cg08473533,chr16,1402333
cg08535091,chr16,30934696
cg08696890,chr16,57126212
cg08738269,chr16,88519222
cg08747377,chr16,82660670
cg08789908,chr16,67464707
cg08860143,chr16,30385767
cg08872742,chr16,66400320
cg08965527,chr16,84178213
cg08966293,chr16,30134858
cg08977371,chr16,82660490
cg09039698,chr16,30007384
cg09060849,chr16,23521224
cg09069593,chr16,57576285
cg09102714,chr16,70323758
cg09137696,chr16,56672415
cg09144422,chr16,68056595
cg09186685,chr16,22217479
cg09212468,chr16,57728632
cg09222791,chr16,66835320
cg09230646,chr16,50099117
cg09234872,chr16,2205644
cg09276451,chr16,4421603
cg09306186,chr16,73081722
cg09407859,chr16,66995461
cg09514038,chr16,19467267
cg09548179,chr16,2570492
cg09584711,chr16,72096944
cg09585834,chr16,4784440
cg09615982,chr16,2273300
cg09617747,chr16,69788565
cg09669099,chr16,69419557
cg09725013,chr16,27561559
cg09765256,chr16,31085507
cg09794131,chr16,71264658
cg09816471,chr16,11761860
cg09831311,chr16,85833828
cg09852871,chr16,739598
cg09864712,chr16,726786
cg09881917,chr16,70487956
cg10065825,chr16,65157050
cg10078415,chr16,20775011
cg10084993,chr16,2077647
cg10139614,chr16,88878480
cg10163825,chr16,776685
cg10186456,chr16,2892912
cg10221501,chr16,66600394
cg10240083,chr16,12608382
cg10358212,chr16,81069005
cg10362591,chr16,55689865
cg10379112,chr16,21169738
cg10396357,chr16,4323326
cg10432620,chr16,74808963
cg10458876,chr16,67927632
cg10468369,chr16,70333434
cg10475433,chr16,71323603
cg10478221,chr16,679917
cg10574499,chr16,67918754
cg10586756,chr16,56782283
cg10609615,chr16,3766942
cg10624445,chr16,58006124
cg10631471,chr16,48279243
cg10683939,chr16,73178242
cg10689889,chr16,79634732
cg10705951,chr16,29985294
cg10708675,chr16,69760758
cg10784785,chr16,48419812
cg10784813,chr16,11348678
cg10805676,chr16,421990
cg10819446,chr16,67693619
cg10917602,chr16,30996630
cg10920957,chr16,87635473
cg10922280,chr16,68034227
cg10938486,chr16,20420716
cg10960946,chr16,1359179
cg10965432,chr16,53537025
cg10976172,chr16,30597528
cg10985987,chr16,29874508
cg10995380,chr16,31484032
cg11027330,chr16,764794
cg11034861,chr16,67194079
cg11093356,chr16,70380593
cg11094938,chr16,28888844
cg11115702,chr16,28986698
cg11140307,chr16,66730384
cg11255163,chr16,68771200
cg11258532,chr16,66877873
cg11297236,chr16,20416475
cg11323198,chr16,62069806
cg11323230,chr16,56459217
cg11375102,chr16,1583810
cg11395975,chr16,2255950
cg11399527,chr16,66914446
cg11403598,chr16,69374664
cg11432797,chr16,29674487
cg11476254,chr16,89159666
cg11564268,chr16,69789107
cg11625451,chr16,81349061
cg11657615,chr16,67449861
cg11667754,chr16,68770981
cg11706111,chr16,71523144
cg11720778,chr16,3351073
cg11766698,chr16,21964765
cg11876012,chr16,101686
cg11879577,chr16,18813519
cg11884546,chr16,31366377
cg11893236,chr16,68345102
cg11911951,chr16,1430216
cg11913615,chr16,84273157
cg11919694,chr16,30380600
cg11933375,chr16,58718466
cg11970301,chr16,30087888
cg11970458,chr16,31213481
cg12071544,chr16,4422228
cg12085044,chr16,66865077
cg12100791,chr16,31214417
cg12119029,chr16,89752879
cg12163490,chr16,65155841
cg12197254,chr16,285158
cg12265604,chr16,69139568
cg12268344,chr16,11374723
cg12317456,chr16,55512868
cg12347740,chr16,70680380
cg12360373,chr16,28834065
cg12391048,chr16,2770336
cg12398332,chr16,19895651
cg12400881,chr16,4987052
cg12403575,chr16,67194943
cg12437481,chr16,420112
cg12441964,chr16,66835860
cg12454725,chr16,19179231
cg12529801,chr16,9184705
cg12533335,chr16,84220778
cg12554476,chr16,20338808
cg12564453,chr16,56995840
cg12619509,chr16,2286601
cg12688670,chr16,29801602
cg12689475,chr16,837842
cg12699145,chr16,18995637
cg12741488,chr16,2933841
cg12797788,chr16,67881270
cg12845249,chr16,67876451
cg12879297,chr16,81110754
cg12914014,chr16,9058365
cg12940073,chr16,48180664
cg12960248,chr16,67753554
cg13067215,chr16,67427285
cg13150441,chr16,30774108
cg13156121,chr16,58010114
cg13232900,chr16,75656651
cg13244707,chr16,21963795
cg13247990,chr16,46782176
cg13271951,chr16,30041760
cg13277179,chr16,30759310
cg13319139,chr16,70472477
cg13365761,chr16,23194156
cg13391235,chr16,85316611
cg13426503,chr16,53468712
cg13439730,chr16,31146999
cg13446235,chr16,90039146
cg13473336,chr16,31494571
cg13494498,chr16,89990214
cg13496066,chr16,75580831
cg13500388,chr16,67062135
cg13516796,chr16,5122251
cg13543096,chr16,30125400
cg13552869,chr16,29909924
cg13578400,chr16,67907301
cg13623690,chr16,84651800
cg13652556,chr16,1993336
cg13671818,chr16,12070223
cg13726463,chr16,31439681
cg13745346,chr16,89044523
cg13752949,chr16,19535313
cg13759328,chr16,82661521
cg13798289,chr16,67875619
cg13813391,chr16,66613407
cg13828871,chr16,31128860
cg13846555,chr16,67970749
cg13851211,chr16,50321678
cg13883681,chr16,58768565
cg13897627,chr16,49378497
cg13906548,chr16,75600564
cg13928306,chr16,3162397
cg13951948,chr16,30546188
cg13969584,chr16,90038469
cg13974531,chr16,31228444
cg14026602,chr16,9056723
cg14055374,chr16,79634410
cg14074117,chr16,1909714
cg14100184,chr16,851298
cg14102807,chr16,28943677
cg14129103,chr16,12609068
cg14131445,chr16,31519964
cg14176836,chr16,30484218
cg14221831,chr16,66952714
cg14244577,chr16,70332878
cg14289511,chr16,24682446
cg14370448,chr16,30103978
cg14387505,chr16,31538946
cg14400118,chr16,55513191
cg14444710,chr16,2587080
cg14654875,chr16,3493997
cg14671453,chr16,31044716
cg14696348,chr16,89984517
cg14709524,chr16,89940631
cg14710524,chr16,30662724
cg14711709,chr16,8891291
cg14747225,chr16,103024
cg14792480,chr16,66954257
cg14820573,chr16,102121
cg14821083,chr16,30457280
cg14828965,chr16,30773423
cg14863484,chr16,58768010
cg14951292,chr16,4525986
cg14959707,chr16,11876391
cg15047833,chr16,57496411
cg15070798,chr16,740561
cg15134649,chr16,56659336
cg15149645,chr16,28550619
cg15153383,chr16,57770620
cg15195353,chr16,4382775
cg15195412,chr16,57406955
cg15201635,chr16,68482637
cg15206445,chr16,89573312
cg15213605,chr16,70557485
cg15239579,chr16,3767978
cg15247144,chr16,31213730
cg15264808,chr16,81041398
cg15298545,chr16,20816476
cg15301525,chr16,67515344
cg15337006,chr16,31271009
cg15426734,chr16,67695272
cg15460516,chr16,3070249
cg15468095,chr16,31214401
cg15473868,chr16,56716621
cg15488251,chr16,15951224
cg15508020,chr16,58232206
cg15581500,chr16,83841755
cg15643724,chr16,2034532
cg15645784,chr16,4852962
cg15663121,chr16,4898306
cg15669092,chr16,89989024
cg15703512,chr16,22012565
cg15755548,chr16,331050
cg15785580,chr16,31119650
cg15786879,chr16,21169615
cg15824705,chr16,75285087
cg15824968,chr16,71842778
cg15869642,chr16,49326109
cg15890111,chr16,8768700
cg15928446,chr16,30661850
cg15936718,chr16,90088801
cg15970621,chr16,30760244
cg15993402,chr16,89723979
cg16003913,chr16,127072
cg16014085,chr16,30406122
cg16034046,chr16,85646474
cg16050957,chr16,24550743
cg16119274,chr16,82204391
cg16133244,chr16,1400833
cg16148454,chr16,69385606
cg16152813,chr16,30042407
cg16177830,chr16,12059019
cg16236759,chr16,1359182
cg16270890,chr16,1875963
cg16303453,chr16,66879016
cg16444968,chr16,89641723
cg16449972,chr16,49861382
cg16454349,chr16,4837889
cg16480209,chr16,58004460
cg16504670,chr16,90014253
cg16508857,chr16,78133117
cg16616769,chr16,19727142
cg16652241,chr16,58059321
cg16657615,chr16,3070630
cg16777782,chr16,82671333
cg16790239,chr16,89985254
cg16825643,chr16,88802743
cg16834187,chr16,50404286
cg16863382,chr16,75252695
cg16893574,chr16,71392095
cg16899442,chr16,776458
cg16940935,chr16,20702428
cg16953064,chr16,72127243
cg17022635,chr16,31190875
cg17122311,chr16,28517278
cg17170504,chr16,58283121
cg17199483,chr16,16042767
cg17217677,chr16,68483194
cg17228833,chr16,18812558
cg17234150,chr16,24266905
cg17328659,chr16,729498
cg17386181,chr16,56685902
cg17428423,chr16,30022132
cg17465631,chr16,81272500
cg17500962,chr16,73178951
cg17501569,chr16,811064
cg17561452,chr16,84224707
cg17582250,chr16,67906816
cg17625032,chr16,57054740
cg17655614,chr16,68770944
cg17698643,chr16,15982631
cg17706173,chr16,1582581
cg17714030,chr16,229983
cg17733331,chr16,68678998
cg17794261,chr16,30583759
cg17800442,chr16,30908233
cg17804302,chr16,50581891
cg17851105,chr16,1464982
cg17858663,chr16,81039969
cg17863168,chr16,88878090
cg17886959,chr16,56642024
cg17896249,chr16,67225987
cg18022344,chr16,21665238
cg18107072,chr16,67427811
cg18146152,chr16,1400772
cg18160978,chr16,31085251
cg18206040,chr16,47006731
cg18279742,chr16,2015703
cg18282543,chr16,1384682
cg18306327,chr16,14726533
cg18342900,chr16,46865048
cg18345369,chr16,2907859
cg18347238,chr16,69345951
cg18350391,chr16,3115552
cg18368125,chr16,69385827
cg18371284,chr16,75182568
cg18383391,chr16,77224198
cg18445047,chr16,89767797
cg18485955,chr16,12058043
cg18530748,chr16,28634844
cg18587271,chr16,46917496
cg18609562,chr16,10789701
cg18633178,chr16,58163203
cg18693704,chr16,66731313
cg18711066,chr16,68118822
cg18806980,chr16,84438123
cg19030554,chr16,1822289
cg19034028,chr16,68677364
cg19064258,chr16,22826117
cg19091641,chr16,21223674
cg19094438,chr16,75286009
cg19105690,chr16,68278969
cg19110355,chr16,69796693
cg19168338,chr16,4465731
cg19194454,chr16,69760878
cg19216839,chr16,89882934
cg19238840,chr16,20339175
cg19289461,chr16,30394812
cg19297232,chr16,68483021
cg19328294,chr16,2908554
cg19356324,chr16,68345990
cg19369556,chr16,82661725
cg19378133,chr16,6068835
cg19403023,chr16,2848797
cg19423311,chr16,27413904
cg19428417,chr16,66959729
cg19510999,chr16,66586309
cg19514469,chr16,67233432
cg19546781,chr16,57438715
cg19571071,chr16,27561715
cg19593572,chr16,22308486
cg19663795,chr16,30393854
cg19703826,chr16,3185452
cg19706682,chr16,84179331
cg19790294,chr16,88717755
cg19807685,chr16,82068980
cg19815928,chr16,67514524
cg19819571,chr16,71929055
cg19819891,chr16,31129424
cg19824325,chr16,58548873
cg19837824,chr16,2097351
cg19854301,chr16,82671450
cg19890739,chr16,85723539
cg19939627,chr16,1823875
cg19973135,chr16,71660103
cg19977912,chr16,619814
cg19981839,chr16,30366847
cg20023231,chr16,22825282
cg20083730,chr16,56659724
cg20100381,chr16,66864408
cg20141013,chr16,9186050
cg20142224,chr16,57520176
cg20253700,chr16,2099508
cg20264732,chr16,68269763
cg20295000,chr16,48278285
cg20312475,chr16,19896461
cg20315643,chr16,84220562
cg20349625,chr16,81804389
cg20373326,chr16,82068803
cg20401945,chr16,29912460
cg20427865,chr16,57406353
cg20452583,chr16,8891910
cg20543416,chr16,3095676
cg20567721,chr16,81040639
cg20587543,chr16,8768110
cg20652640,chr16,88520056
cg20672044,chr16,72096498
cg20675440,chr16,69374895
cg20687462,chr16,57570777
cg20712430,chr16,3013923
cg20744809,chr16,71323116
cg20769774,chr16,50775476
cg20797766,chr16,2770866
cg20807545,chr16,77469538
cg20886062,chr16,2301787
cg20957193,chr16,75032774
cg20977864,chr16,71264290
cg20981893,chr16,67465461
cg20999813,chr16,84734014
cg21024145,chr16,18801635
cg21048669,chr16,78056379
cg21112925,chr16,66968030
cg21142272,chr16,67224341
cg21184011,chr16,88636102
cg21196187,chr16,67926862
cg21212066,chr16,74640816
cg21228284,chr16,72127518
cg21275690,chr16,3072970
cg21369679,chr16,47007757
cg21458041,chr16,11364014
cg21509097,chr16,68279613
cg21510697,chr16,23161157
cg21514871,chr16,3307814
cg21522797,chr16,81806083
cg21530453,chr16,56226346
cg21608192,chr16,17563827
cg21615663,chr16,19727911
cg21644628,chr16,50099438
cg21644826,chr16,20775352
cg21686987,chr16,75252973
cg21695020,chr16,68014626
cg21696393,chr16,1030401
cg21742836,chr16,30086175
cg21745164,chr16,23765304
cg21844038,chr16,4665248
cg21862373,chr16,2014791
cg21910663,chr16,88730440
cg21918026,chr16,68344902
cg21946698,chr16,326615
cg21954346,chr16,68271489
cg21960110,chr16,202482
cg21982518,chr16,18995173
cg21989500,chr16,23607577
cg22062239,chr16,31106011
cg22067472,chr16,69458746
cg22136326,chr16,57278759
cg22136365,chr16,71611043
cg22178085,chr16,15736658
cg22244418,chr16,56484117
cg22285897,chr16,48278073
cg22328890,chr16,68298258
cg22337624,chr16,72126421
cg22377963,chr16,30905861
cg22381196,chr16,72041376
cg22536398,chr16,2521659
cg22605342,chr16,11944985
cg22609068,chr16,31711784
cg22655224,chr16,56623448
cg22659426,chr16,28503060
cg22674717,chr16,51185394
cg22677246,chr16,84651094
cg22721827,chr16,2520958
cg22744680,chr16,3014898
cg22784047,chr16,29824542
cg22827290,chr16,30960753
cg22874960,chr16,15737314
cg22947000,chr16,81272281
