CpGmarker,chr:coord_hg19,Gene_body,CGI,Shore,Shelf,ChrHMM_state
cg17851105,chr16:1464982,False,False,True,False,1
cg17858663,chr16:81039969,True,False,True,False,3
cg17863168,chr16:88878090,True,True,False,False,3
cg17886959,chr16:56642024,False,False,True,False,2
cg17896249,chr16:67225987,False,False,False,False,3
cg18022344,chr16:21665238,True,False,False,False,8
cg18107072,chr16:67427811,False,True,False,False,2
cg18146152,chr16:1400772,True,False,True,False,4
cg18160978,chr16:31085251,True,True,False,False,3
cg18206040,chr16:47006731,True,False,True,False,3
cg18279742,chr16:2015703,False,False,True,False,9
cg18282543,chr16:1384682,True,True,False,False,24
cg18306327,chr16:14726533,True,True,False,True,1
cg18342900,chr16:46865048,True,True,False,False,1
cg18345369,chr16:2907859,True,False,True,False,23
cg18347238,chr16:69345951,True,False,True,False,3
cg18350391,chr16:3115552,True,False,False,False,2
cg18368125,chr16:69385827,True,False,False,False,8
cg18371284,chr16:75182568,True,True,False,False,1
cg18383391,chr16:77224198,False,True,False,False,3
cg18445047,chr16:89767797,True,True,False,False,2
cg18485955,chr16:12058043,True,False,False,False,22
cg18530748,chr16:28634844,True,True,False,False,22
cg18587271,chr16:46917496,False,False,True,False,2
cg18609562,chr16:10789701,False,False,False,False,25
cg18633178,chr16:58163203,True,True,False,False,1
cg18693704,chr16:66731313,False,False,True,False,2
cg18711066,chr16:68118822,True,True,False,False,2
cg18806980,chr16:84438123,True,False,False,False,25
cg19030554,chr16:1822289,True,True,False,True,3
cg19034028,chr16:68677364,True,False,True,False,24
cg19064258,chr16:22826117,True,True,False,False,23
cg19091641,chr16:21223674,True,False,False,False,25
cg19094438,chr16:75286009,True,False,True,False,9
cg19105690,chr16:68278969,False,True,False,False,2
cg19110355,chr16:69796693,True,False,False,False,3
cg19168338,chr16:4465731,True,False,True,False,3
cg19194454,chr16:69760878,False,False,True,False,2
cg19216839,chr16:89882934,True,True,False,False,3
cg19238840,chr16:20339175,False,False,False,False,25
cg19289461,chr16:30394812,True,False,False,False,17
cg19297232,chr16:68483021,False,False,True,False,16
cg19328294,chr16:2908554,False,False,True,False,23
cg19356324,chr16:68345990,True,False,True,False,4
cg19369556,chr16:82661725,True,True,False,False,23
cg19378133,chr16:6068835,True,False,True,False,24
cg19403023,chr16:2848797,True,True,False,False,25
cg19423311,chr16:27413904,True,False,False,False,13
cg19428417,chr16:66959729,False,False,True,False,23
cg19510999,chr16:66586309,True,True,False,True,3
cg19514469,chr16:67233432,True,True,False,False,22
cg19546781,chr16:57438715,True,False,False,False,25
cg19571071,chr16:27561715,True,False,True,False,3
cg19593572,chr16:22308486,False,False,True,False,1
cg19663795,chr16:30393854,True,False,False,True,2
cg19703826,chr16:3185452,True,False,True,False,3
cg19706682,chr16:84179331,True,False,True,False,23
cg19790294,chr16:88717755,False,False,True,False,2
cg19807685,chr16:82068980,True,False,False,False,22
cg19815928,chr16:67514524,True,True,False,False,3
cg19819571,chr16:71929055,True,True,False,False,3
cg19819891,chr16:31129424,True,False,True,False,3
cg19824325,chr16:58548873,False,False,True,False,3
cg19837824,chr16:2097351,True,False,True,False,3
cg19854301,chr16:82671450,True,False,False,False,17
cg19890739,chr16:85723539,True,False,True,False,17
cg19939627,chr16:1823875,True,True,False,True,3
cg19973135,chr16:71660103,True,True,False,False,23
cg19977912,chr16:619814,True,True,False,True,1
cg19981839,chr16:30366847,False,False,True,False,3
cg20023231,chr16:22825282,False,True,False,False,23
cg20083730,chr16:56659724,True,False,True,False,2
cg20100381,chr16:66864408,True,True,False,False,3
cg20141013,chr16:9186050,True,True,False,False,3
cg20142224,chr16:57520176,True,False,False,False,2
cg20253700,chr16:2099508,True,False,True,False,5
cg20264732,chr16:68269763,True,True,False,True,23
cg20295000,chr16:48278285,True,True,False,False,3
cg20312475,chr16:19896461,True,True,False,False,23
cg20315643,chr16:84220562,True,True,False,False,3
cg20349625,chr16:81804389,True,False,False,False,25
cg20373326,chr16:82068803,True,False,False,False,22
cg20401945,chr16:29912460,True,False,True,False,1
cg20427865,chr16:57406353,False,False,False,False,22
cg20452583,chr16:8891910,True,True,False,False,3
cg20543416,chr16:3095676,False,True,False,False,23
cg20567721,chr16:81040639,True,True,False,False,3
cg20587543,chr16:8768110,False,False,True,False,2
cg20652640,chr16:88520056,True,True,False,False,1
cg20672044,chr16:72096498,True,False,False,False,25
cg20675440,chr16:69374895,True,False,True,False,9
cg20687462,chr16:57570777,False,True,False,False,2
cg20712430,chr16:3013923,False,True,True,False,2
cg20744809,chr16:71323116,True,True,False,False,3
cg20769774,chr16:50775476,False,False,True,False,2
cg20797766,chr16:2770866,False,False,True,False,2
cg20807545,chr16:77469538,False,False,True,False,24
cg20886062,chr16:2301787,True,True,False,False,2
cg20957193,chr16:75032774,True,False,True,False,2
cg20977864,chr16:71264290,True,False,True,False,23
cg20981893,chr16:67465461,True,True,False,False,2
cg20999813,chr16:84734014,True,True,False,False,3
cg21024145,chr16:18801635,True,True,False,False,3
cg21048669,chr16:78056379,False,False,False,False,25
cg21112925,chr16:66968030,True,True,True,False,3
cg21142272,chr16:67224341,False,False,False,False,14
cg21184011,chr16:88636102,False,False,True,False,3
cg21196187,chr16:67926862,False,False,True,False,2
cg21212066,chr16:74640816,True,True,False,False,3
cg21228284,chr16:72127518,True,False,True,False,3
cg21275690,chr16:3072970,True,False,True,False,9
cg21369679,chr16:47007757,False,True,False,False,3
cg21458041,chr16:11364014,True,False,False,False,25
cg21509097,chr16:68279613,True,True,False,False,3
cg21510697,chr16:23161157,False,False,True,False,2
cg21514871,chr16:3307814,False,False,False,True,25
cg21522797,chr16:81806083,True,False,False,False,25
cg21530453,chr16:56226346,True,True,True,False,23
cg21608192,chr16:17563827,True,False,False,False,23
cg21615663,chr16:19727911,True,False,True,False,9
cg21644628,chr16:50099438,False,False,True,False,2
cg21644826,chr16:20775352,True,False,False,False,2
cg21686987,chr16:75252973,True,False,False,False,18
cg21695020,chr16:68014626,True,False,True,False,25
cg21696393,chr16:1030401,True,True,False,False,23
cg21742836,chr16:30086175,False,False,True,False,13
cg21745164,chr16:23765304,False,False,True,False,24
cg21844038,chr16:4665248,False,True,False,False,3
cg21862373,chr16:2014791,True,True,False,True,3
cg21910663,chr16:88730440,False,False,True,False,3
cg21918026,chr16:68344902,True,True,False,False,1
cg21946698,chr16:326615,True,False,True,False,24
cg21954346,chr16:68271489,True,True,False,True,1
cg21960110,chr16:202482,False,False,True,False,22
cg21982518,chr16:18995173,False,True,False,False,23
cg21989500,chr16:23607577,True,True,False,False,3
cg22062239,chr16:31106011,True,True,False,False,1
cg22067472,chr16:69458746,True,False,True,False,3
cg22136326,chr16:57278759,False,True,False,False,2
cg22136365,chr16:71611043,False,False,False,False,24
cg22178085,chr16:15736658,True,False,False,False,3
cg22244418,chr16:56484117,True,False,True,False,9
cg22285897,chr16:48278073,True,True,False,False,3
cg22328890,chr16:68298258,False,True,False,False,3
cg22337624,chr16:72126421,True,False,True,False,3
cg22377963,chr16:30905861,True,False,True,False,2
cg22381196,chr16:72041376,False,False,True,False,25
cg22536398,chr16:2521659,True,True,False,True,23
cg22605342,chr16:11944985,True,False,True,False,3
cg22609068,chr16:31711784,False,False,True,False,2
cg22655224,chr16:56623448,True,True,False,False,23
cg22659426,chr16:28503060,True,True,False,False,3
cg22674717,chr16:51185394,False,True,False,False,23
cg22677246,chr16:84651094,True,True,False,False,3
cg22721827,chr16:2520958,False,False,True,False,24
cg22744680,chr16:3014898,True,True,True,False,2
cg22784047,chr16:29824542,True,False,True,False,23
cg22827290,chr16:30960753,True,True,True,False,3
cg22874960,chr16:15737314,True,False,False,False,1
cg22947000,chr16:81272281,True,False,False,False,2
cg22973038,chr16:28857255,True,True,False,False,3
cg22995106,chr16:70558876,True,False,True,False,9
cg23040064,chr16:87635784,True,False,True,False,24
cg23092086,chr16:55909573,True,False,False,False,25
cg23093496,chr16:29757323,True,False,False,False,13
cg23099347,chr16:29827497,True,True,False,True,1
cg23185402,chr16:47495113,True,True,False,False,1
cg23217005,chr16:56691744,True,True,False,False,2
cg23353982,chr16:30103089,True,True,False,False,2
cg23392782,chr16:88772647,True,True,False,False,1
cg23401756,chr16:68013981,True,True,False,False,25
cg23444894,chr16:19297743,True,False,False,False,25
cg23445511,chr16:69373498,True,True,False,False,1
cg23460697,chr16:4902898,True,False,False,False,10
cg23471482,chr16:57392198,False,False,False,False,25
cg23487586,chr16:85315923,True,False,True,False,25
cg23517548,chr16:28962521,True,True,False,False,3
cg23530850,chr16:85647010,True,True,False,True,3
cg23580000,chr16:50322156,True,False,False,False,6
cg23582919,chr16:23568380,True,False,True,False,3
cg23606079,chr16:84853871,True,False,True,False,2
cg23617760,chr16:84681507,False,False,True,False,2
cg23656386,chr16:68003240,True,False,True,False,2
cg23761196,chr16:58664510,False,False,True,False,2
cg23797100,chr16:28996053,False,False,False,False,15
cg23813257,chr16:3115286,False,False,False,False,2
cg23815491,chr16:72088622,True,False,False,False,25
cg23830326,chr16:88637332,True,True,False,False,3
cg23858565,chr16:67595703,False,False,True,False,3
cg23877786,chr16:89626662,False,True,False,False,3
cg23894003,chr16:30676444,True,False,False,False,6
cg23910243,chr16:31484618,True,False,True,False,8
cg23970785,chr16:11036526,True,True,True,False,2
cg23989635,chr16:68771203,True,True,False,False,23
cg23998987,chr16:2021791,False,True,False,True,3
cg24014020,chr16:620796,True,False,True,False,9
cg24063470,chr16:86600389,False,True,False,True,24
cg24075743,chr16:11375385,True,False,False,False,25
cg24091698,chr16:14013720,False,False,True,False,2
cg24110063,chr16:31439752,False,False,True,False,25
cg24115627,chr16:30995245,True,False,False,True,7
cg24217877,chr16:49378579,False,False,False,False,25
cg24235633,chr16:29875177,False,False,True,False,2
cg24237576,chr16:2285775,False,False,True,False,24
cg24250393,chr16:23846838,False,False,True,False,2
cg24264578,chr16:3405902,True,False,False,False,25
cg24306924,chr16:46918433,True,True,False,False,3
cg24399405,chr16:189577,False,False,True,False,22
cg24429836,chr16:75150744,False,False,True,False,2
cg24433189,chr16:1128689,False,True,False,False,24
cg24444408,chr16:87799134,True,True,False,False,3
cg24474998,chr16:19533603,False,False,True,False,2
cg24633242,chr16:53537307,True,True,False,False,22
cg24642468,chr16:49407997,True,False,False,False,25
cg24652919,chr16:3073191,True,False,True,False,9
cg24662961,chr16:54320670,True,True,False,True,1
cg24687764,chr16:81111074,True,True,False,False,2
cg24705286,chr16:27215306,True,True,False,False,1
cg24728447,chr16:47495541,True,False,True,False,3
cg24794992,chr16:21689897,True,False,False,False,25
cg24930915,chr16:2199120,True,True,False,False,2
cg24966460,chr16:75682643,True,False,True,False,3
cg25023245,chr16:401986,True,False,False,False,3
cg25023941,chr16:29690035,True,False,False,False,2
cg25033993,chr16:31022372,False,False,False,False,23
cg25047001,chr16:10277017,False,True,False,False,24
cg25047102,chr16:31106318,True,True,False,False,1
cg25101056,chr16:84273997,False,False,False,True,24
cg25193494,chr16:90016004,True,True,True,False,4
cg25300941,chr16:69344885,True,False,True,False,2
cg25325612,chr16:46723166,True,True,False,False,3
cg25341653,chr16:67233277,True,True,False,False,22
cg25341726,chr16:28518331,True,False,False,False,25
cg25432323,chr16:70322827,True,False,True,False,3
cg25463428,chr16:30381109,True,True,False,False,3
cg25645462,chr16:57653702,True,False,False,False,22
cg25653103,chr16:1993130,True,True,False,False,3
cg25662680,chr16:67880587,True,False,True,False,2
cg25665528,chr16:2260870,True,False,False,True,14
cg25690265,chr16:19467942,True,False,False,False,25
cg25771195,chr16:58163814,False,False,True,False,2
cg25898500,chr16:1877264,True,True,False,False,3
cg25957124,chr16:21171084,True,False,True,False,3
cg25974870,chr16:56485177,True,True,False,False,3
cg26003813,chr16:23689802,True,False,True,False,3
cg26012103,chr16:11349372,True,True,False,False,3
cg26014197,chr16:3143153,True,False,False,True,25
cg26025944,chr16:23193717,False,True,False,True,23
cg26091688,chr16:3285403,True,True,False,False,1
cg26134665,chr16:31021544,True,False,False,False,23
cg26183662,chr16:69599438,True,True,False,False,3
cg26233914,chr16:31366536,True,False,False,False,14
cg26239233,chr16:10970801,True,False,True,False,22
cg26259865,chr16:2880359,True,False,False,False,15
cg26285698,chr16:29757334,False,False,False,False,13
cg26293512,chr16:58010433,True,False,False,False,13
cg26295990,chr16:30538342,True,True,True,False,1
cg26301908,chr16:11350915,True,False,True,False,2
cg26335299,chr16:67700143,True,True,False,False,2
cg26350691,chr16:31084486,True,True,False,False,3
cg26486663,chr16:2040863,True,False,True,False,2
cg26499611,chr16:1384311,True,True,False,False,23
cg26521448,chr16:11876426,True,False,False,False,10
cg26537639,chr16:88717374,True,True,False,False,3
cg26538442,chr16:66994947,False,False,False,False,16
cg26563737,chr16:89725269,True,False,True,False,3
cg26651073,chr16:75681111,True,False,True,False,3
cg26680127,chr16:46783018,True,False,False,False,14
cg26706070,chr16:31119936,True,True,False,True,3
cg26728422,chr16:1429015,True,False,True,False,3
cg26802333,chr16:56716182,False,True,False,False,2
cg26809911,chr16:23464207,True,True,False,False,3
cg26916607,chr16:56994770,False,False,False,False,25
cg26924825,chr16:67977865,True,False,False,False,11
cg26954174,chr16:50730813,True,False,False,False,14
cg27005053,chr16:75467374,True,True,False,False,3
cg27015931,chr16:22012404,True,False,False,False,16
cg27040030,chr16:325184,True,True,False,False,23
cg27062617,chr16:67281337,True,True,False,False,3
cg27077685,chr16:68346347,True,False,True,False,4
cg27081230,chr16:50715529,False,False,False,False,13
cg27088655,chr16:755793,True,True,False,False,23
cg27176536,chr16:2198395,True,False,True,False,2
cg27196102,chr16:23464713,False,False,True,False,3
cg27196129,chr16:31519439,True,True,False,False,3
cg27247832,chr16:22018748,False,False,True,False,2
cg27254601,chr16:29817104,False,True,True,False,1
cg27298262,chr16:90076316,True,False,False,False,17
cg27304754,chr16:71392088,False,False,True,False,23
cg27431150,chr16:50715135,True,False,False,False,1
cg27444994,chr16:62070072,True,True,False,False,23
cg27462160,chr16:89768630,False,True,False,False,2
cg27501380,chr16:24551577,True,True,False,False,3
cg27560922,chr16:330267,True,True,False,True,23
cg27589921,chr16:57475935,True,False,False,False,5
cg27626318,chr16:70835285,False,True,False,False,2
cg00021527,chr17:34136180,True,True,False,False,1
cg00031162,chr17:7453377,True,False,True,False,17
cg00050312,chr17:64299065,True,True,False,False,3
cg00063144,chr17:39554055,False,False,False,False,25
cg00091693,chr17:39041602,False,False,False,False,24
cg00103783,chr17:7487249,True,True,False,False,3
cg00112517,chr17:37783011,True,False,True,False,23
cg00126034,chr17:44896162,True,True,False,False,23
cg00134787,chr17:10419499,True,False,False,False,25
cg00177698,chr17:46018875,True,False,False,False,1
cg00183916,chr17:14204936,True,True,True,False,3
cg00184893,chr17:8021705,True,False,True,False,2
cg00200063,chr17:58469941,True,False,True,False,1
cg00236832,chr17:38465489,True,False,False,False,2
cg00309204,chr17:7307432,True,True,False,False,1
cg00374717,chr17:66303145,True,False,False,False,25
cg00384537,chr17:39637963,False,False,False,False,25
cg00405568,chr17:43138965,True,False,True,False,3
cg00422913,chr17:1619022,False,False,True,False,9
cg00426498,chr17:27507667,False,False,True,False,2
cg00447208,chr17:76126301,True,False,True,False,3
cg00449941,chr17:26926011,True,True,False,False,1
cg00462994,chr17:42081955,True,False,True,False,23
cg00464269,chr17:26662842,True,True,False,False,1
cg00466249,chr17:79269884,False,False,True,False,3
cg00501366,chr17:7992476,False,False,False,False,24
cg00512374,chr17:38599682,False,True,True,False,1
cg00550617,chr17:39405817,False,False,False,False,25
cg00597076,chr17:1395880,True,False,True,False,23
cg00602891,chr17:80408864,False,True,False,False,2
cg00638514,chr17:72932048,True,True,False,False,24
cg00718748,chr17:16556871,True,True,False,False,1
cg00761755,chr17:1531579,True,True,False,False,2
cg00848397,chr17:34948594,True,True,False,False,1
cg00853068,chr17:43298592,False,False,True,False,23
cg00892798,chr17:47572909,True,True,False,False,23
cg00901493,chr17:7197375,True,False,True,False,23
cg00901704,chr17:73285325,True,True,False,False,3
cg00906183,chr17:79650926,True,True,False,False,1
cg00948524,chr17:29297757,True,False,True,False,2
cg00976054,chr17:73042537,True,False,True,False,3
cg01013324,chr17:7608068,False,False,True,False,23
cg01029592,chr17:7493453,True,False,True,False,11
cg01040062,chr17:4046467,True,True,False,False,1
cg01056568,chr17:9729258,True,False,False,False,25
cg01063524,chr17:49230700,False,True,False,False,1
cg01107741,chr17:77006080,False,True,False,False,3
cg01131735,chr17:39968419,True,True,False,False,2
cg01137065,chr17:80477010,False,False,True,False,2
cg01138020,chr17:4337094,True,False,False,False,13
cg01234133,chr17:48279072,False,False,True,False,24
cg01261503,chr17:62493599,False,False,True,False,3
cg01289103,chr17:38821277,True,False,False,False,23
cg01293647,chr17:37764264,True,True,True,False,24
cg01294702,chr17:74136978,True,True,False,True,23
cg01372689,chr17:79670048,True,True,False,False,3
cg01405107,chr17:46671635,True,False,True,False,2
cg01425405,chr17:48072705,False,False,True,False,23
cg01438829,chr17:26646651,True,False,True,False,3
cg01482279,chr17:38083788,True,True,False,False,3
cg01485645,chr17:36862199,True,False,True,False,3
cg01491540,chr17:28256424,True,False,True,False,3
cg01515426,chr17:79850075,True,False,True,False,3
cg01526089,chr17:3819390,True,False,False,False,3
cg01543654,chr17:46800639,True,True,True,False,23
cg01593886,chr17:48278778,True,True,False,False,2
cg01636591,chr17:32646156,True,False,False,False,25
cg01680823,chr17:37822045,True,False,True,False,24
cg01720228,chr17:4486934,False,False,True,False,24
cg01739167,chr17:4806344,True,False,True,False,14
cg01776246,chr17:55038508,False,True,False,False,2
cg01795697,chr17:62503001,True,True,False,False,3
cg01837574,chr17:7836610,True,False,True,False,3
cg01914242,chr17:3868068,False,True,False,False,2
cg01992081,chr17:53498958,True,True,False,False,3
cg02016419,chr17:15245237,False,False,True,False,23
cg02022375,chr17:39197721,False,False,False,False,25
cg02060988,chr17:37025978,False,True,False,False,3
cg02212737,chr17:74099749,True,True,False,False,3
cg02226939,chr17:28619481,False,False,True,False,2
cg02228185,chr17:3379567,True,False,False,False,22
cg02269221,chr17:27071208,True,True,False,False,3
cg02301815,chr17:44249491,True,False,False,False,6
cg02318535,chr17:56832804,False,False,True,False,23
cg02335804,chr17:36105239,False,False,True,False,23
cg02387854,chr17:79849442,True,True,False,True,1
cg02422694,chr17:46655790,True,False,True,False,3
cg02473123,chr17:80274776,True,False,False,True,23
cg02497175,chr17:26368598,False,True,False,False,1
cg02505689,chr17:42785825,False,False,True,False,2
cg02550200,chr17:5389462,True,True,False,False,3
cg02550358,chr17:16120515,True,False,True,False,3
cg02571905,chr17:8079626,True,True,False,False,2
cg02580606,chr17:39526726,False,False,False,False,25
cg02593766,chr17:48608677,True,False,False,False,24
cg02602864,chr17:67410907,True,False,False,False,2
cg02655623,chr17:3728468,True,False,False,False,7
cg02668984,chr17:48172022,False,False,True,False,2
cg02671171,chr17:203087,True,False,False,True,15
cg02691091,chr17:45992811,True,False,False,False,7
cg02706575,chr17:32683054,False,False,False,False,25
cg02712165,chr17:16395957,False,False,True,False,2
cg02717570,chr17:27920934,True,True,False,True,2
cg02740128,chr17:7123860,True,False,True,False,9
cg02740947,chr17:33446536,True,True,False,False,3
cg02756698,chr17:39023008,True,False,False,True,25
cg02780988,chr17:39646994,True,False,False,False,25
cg02784874,chr17:39728962,False,False,False,False,24
cg02787991,chr17:80291405,True,True,False,False,23
cg02788090,chr17:70116681,False,True,False,True,1
cg02811755,chr17:19880691,True,True,False,True,3
cg02856727,chr17:61959416,False,False,False,False,16
cg02880176,chr17:17109817,True,False,True,False,2
cg02927346,chr17:34059260,True,False,True,False,22
cg02936263,chr17:32596886,False,False,False,False,25
cg02949544,chr17:47865858,True,False,True,False,1
cg02957086,chr17:63558047,True,False,True,False,2
cg02962602,chr17:80171413,False,False,True,False,2
cg02968557,chr17:40275126,True,True,False,False,8
cg02975142,chr17:17140597,False,True,False,False,3
cg02987163,chr17:35849291,False,True,False,False,2
cg02992647,chr17:36004446,False,False,True,False,23
cg03000846,chr17:79990263,True,True,False,False,2
cg03001305,chr17:40439492,False,False,True,False,3
cg03016571,chr17:48844124,True,False,False,False,18
cg03085312,chr17:38465281,False,False,False,False,2
cg03160815,chr17:79859830,True,True,False,False,23
cg03169180,chr17:7310347,True,False,True,False,8
cg03177084,chr17:40985069,True,True,False,False,3
cg03184439,chr17:73008867,True,True,False,False,3
cg03192551,chr17:42403152,False,True,True,False,3
cg03242666,chr17:15168570,True,False,False,True,24
cg03287877,chr17:43139826,True,False,True,False,9
cg03305230,chr17:17585338,True,True,False,False,3
cg03312124,chr17:33416003,True,False,True,False,1
cg03317245,chr17:3600514,False,False,True,False,24
cg03330678,chr17:75316233,True,False,False,False,9
cg03359285,chr17:38573811,True,True,False,False,3
cg03363175,chr17:33468875,True,False,True,False,3
cg03386722,chr17:80056517,False,True,False,True,2
cg03386903,chr17:7832479,True,False,True,False,24
cg03493069,chr17:76778892,False,False,True,False,2
cg03557733,chr17:41985183,True,False,True,False,2
cg03565323,chr17:16472866,False,False,True,False,17
cg03580247,chr17:42345488,True,False,False,False,25
cg03592161,chr17:10601178,True,True,False,False,1
cg03605339,chr17:73105863,False,True,False,False,2
cg03644378,chr17:7761459,True,True,False,True,3
cg03660451,chr17:73664606,True,False,True,False,4
cg03684977,chr17:37893803,False,False,False,False,2
cg03742272,chr17:7990705,True,False,False,False,24
cg03760483,chr17:6899297,False,True,False,False,23
cg03803009,chr17:72363634,True,False,False,False,25
cg03812679,chr17:38170632,False,False,False,False,16
cg03866607,chr17:59532826,True,True,False,True,24
cg03950654,chr17:4613328,False,False,True,False,2
cg03979162,chr17:58754542,False,False,True,False,2
cg04005701,chr17:1733641,True,False,True,False,3
cg04009666,chr17:62493127,True,True,False,False,3
cg04032226,chr17:42082392,True,True,False,False,23
cg04049033,chr17:1553661,False,False,True,False,9
cg04060163,chr17:75136271,True,False,True,False,2
cg04106785,chr17:30813145,False,False,True,False,2
cg04121983,chr17:73511085,True,True,False,False,3
cg04133652,chr17:36860971,False,True,False,False,3
cg04154812,chr17:46908209,False,False,True,False,2
cg04156850,chr17:73402572,False,False,True,False,2
cg04219321,chr17:53341659,False,False,True,False,23
cg04228573,chr17:67410799,False,False,False,False,2
cg04278905,chr17:40273815,True,False,True,False,14
cg04317366,chr17:1588445,False,False,True,False,2
cg04326040,chr17:617519,True,False,True,False,3
cg04366367,chr17:80008541,True,True,False,True,4
cg04380669,chr17:49230692,False,True,False,False,1
cg04398978,chr17:77814064,False,True,True,False,2
cg04409945,chr17:36908629,False,False,True,False,2
cg04420907,chr17:9480215,True,False,True,False,2
cg04452095,chr17:75315868,True,False,False,False,3
cg04482110,chr17:41364121,True,True,False,False,1
cg04511534,chr17:4463371,True,False,False,False,25
cg04518106,chr17:8286519,True,True,False,False,3
cg04582295,chr17:48242070,True,False,False,True,25
cg04587829,chr17:80692947,False,False,True,False,2
cg04609859,chr17:46655736,True,False,True,False,3
cg04618528,chr17:39645876,True,False,False,False,25
cg04700814,chr17:43224180,False,False,True,False,9
cg04706338,chr17:26697052,True,False,True,False,13
cg04720358,chr17:9808263,True,True,False,False,25
cg04745805,chr17:40427474,True,False,True,False,3
cg04764624,chr17:29718129,False,False,True,False,23
cg04780454,chr17:1647819,True,False,False,False,25
cg04780629,chr17:56494964,False,False,False,False,2
cg04808672,chr17:62658750,False,True,False,False,3
cg04809787,chr17:7348339,False,True,False,False,23
cg04862249,chr17:4982244,True,False,True,False,2
cg04882759,chr17:12569901,True,False,True,False,24
cg04945541,chr17:43299826,True,False,True,False,3
cg04947157,chr17:76128481,True,False,True,False,23
cg04958703,chr17:4844722,True,False,True,False,3
cg04988978,chr17:56359578,False,False,False,True,25
cg04995095,chr17:72619556,True,False,False,False,25
cg04998282,chr17:65713980,True,True,False,False,1
cg05016953,chr17:28562813,True,True,False,False,23
cg05038977,chr17:7476167,True,True,False,False,3
cg05105913,chr17:48422990,False,True,True,False,2
cg05106502,chr17:46506947,True,False,True,False,23
cg05114625,chr17:45266880,False,True,False,False,1
cg05140736,chr17:78195518,True,False,True,False,24
cg05141870,chr17:28444127,True,False,True,False,3
cg05159732,chr17:40337534,False,False,True,False,8
cg05292376,chr17:79095236,True,True,False,False,24
cg05294455,chr17:45286609,True,False,False,False,2
cg05310071,chr17:16120569,True,False,True,False,3
cg05325699,chr17:39890756,True,True,False,False,23
cg05330360,chr17:38023993,False,False,True,False,23
cg05334253,chr17:8338877,True,False,True,False,2
cg05379350,chr17:27917157,True,False,True,False,2
cg05401645,chr17:40761567,True,True,False,False,1
cg05421673,chr17:54671575,True,True,False,True,1
cg05467167,chr17:45000793,True,False,True,False,3
cg05511685,chr17:63184288,True,False,False,False,25
cg05569220,chr17:79138873,True,False,True,False,23
cg05668853,chr17:27044169,True,True,False,True,3
cg05674036,chr17:3323791,False,False,False,False,25
cg05679521,chr17:21188468,True,False,True,False,3
cg05780311,chr17:40428759,False,True,False,False,2
cg05790038,chr17:3461143,True,False,False,False,14
cg05797656,chr17:61851352,True,True,False,False,3
cg05798972,chr17:37607105,True,False,True,False,3
cg05815893,chr17:71228832,True,True,False,False,3
cg05819268,chr17:65040739,True,True,False,False,25
cg05856931,chr17:55333097,False,True,False,False,2
cg05903609,chr17:1587888,True,True,False,False,3
cg05922057,chr17:4047571,True,False,True,False,3
cg05942574,chr17:48637104,False,True,False,False,23
cg05986149,chr17:59941055,False,True,False,False,1
cg06022562,chr17:80797881,True,False,False,False,25
cg06038133,chr17:27944585,True,True,False,True,2
cg06069187,chr17:26698283,True,False,True,False,2
cg06074920,chr17:39539075,False,False,False,False,25
cg06090421,chr17:58677051,False,False,True,False,2
cg06144905,chr17:27369780,True,False,False,False,15
cg06162003,chr17:77752070,True,True,True,False,1
cg06197006,chr17:1359813,True,True,False,False,2
cg06200013,chr17:7554513,True,True,False,False,23
cg06213598,chr17:67058208,False,False,False,False,25
cg06220958,chr17:10452851,True,False,False,False,25
cg06226384,chr17:64873351,True,False,False,False,25
cg06248182,chr17:27181818,True,False,True,False,3
cg06291334,chr17:47755771,False,True,False,False,2
cg06319579,chr17:8127196,False,False,True,False,2
cg06344807,chr17:72745576,True,True,False,False,3
cg06367117,chr17:26903928,True,False,False,False,2
cg06374075,chr17:42836931,True,True,True,False,23
cg06378617,chr17:39095141,False,False,False,False,25
cg06391468,chr17:70117530,True,True,False,True,1
cg06405206,chr17:47652804,False,True,True,False,23
cg06407137,chr17:72527515,True,False,False,False,17
cg06409153,chr17:67323953,False,False,True,False,2
cg06468695,chr17:8647944,True,False,True,False,25
cg06471905,chr17:42835688,False,False,True,False,24
cg06481786,chr17:34257936,False,False,True,False,2
cg06493080,chr17:46688310,True,True,False,True,2
cg06500079,chr17:619033,True,False,True,False,2
cg06502868,chr17:73775964,True,True,False,False,1
cg06508934,chr17:76921095,True,True,False,False,22
cg06537829,chr17:16283976,False,True,False,False,2
cg06554928,chr17:4852795,True,True,False,False,2
cg06557358,chr17:32907002,True,True,False,True,23
cg06577463,chr17:78120714,True,True,False,False,3
cg06587969,chr17:7591899,True,False,True,False,3
cg06624832,chr17:72772340,True,True,False,False,3
cg06638433,chr17:47075175,True,True,False,False,3
cg06708560,chr17:40170084,True,False,True,False,3
cg06718696,chr17:78121285,False,True,False,False,3
cg06740897,chr17:46124821,False,False,True,False,3
cg06759215,chr17:42786055,True,True,False,False,3
cg06808983,chr17:42148292,True,True,False,False,2
cg06827038,chr17:48912952,True,False,False,False,17
cg06836338,chr17:17942007,True,False,True,False,3
cg06850526,chr17:79269886,False,False,True,False,3
cg06862644,chr17:3375469,True,False,True,False,25
cg06873352,chr17:61820015,True,False,True,False,2
cg06882926,chr17:3031354,False,False,False,False,25
cg06957329,chr17:55927468,False,True,False,False,1
