title	geo_accession	status	submission_date	last_update_date	type	channel_count	source_name_ch1	organism_ch1	characteristics_ch1	characteristics_ch1.1	characteristics_ch1.2	molecule_ch1	extract_protocol_ch1	label_ch1	label_protocol_ch1	taxid_ch1	hyb_protocol	scan_protocol	description	description.1	data_processing	platform_id	contact_name	contact_email	contact_institute	contact_address	contact_city	contact_zip/postal_code	contact_country	supplementary_file	supplementary_file.1	data_row_count	season:ch1	Sex:ch1	tissue:ch1
9970497017_R04C01	GSM2656362	Public on Nov 23 2017	Jun 09 2017	Jan 23 2018	genomic	1	blood	Homo sapiens	tissue: blood	Sex: M	season: dry	genomic DNA	genomic DNA was extracted and purified from blood samples by desalting, proteinase K digestion, and ammonium acetate precipitation	Cy5 and Cy3	Standard Illumina Protocol	9606	bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium HumanMethylation 450k Beadchip using standard Illumina protocol	Arrays were imaged using iScan with standard recommended Illumina scanner settings	sample	genomic DNA from peripheral blood	GenomeStudio and R/Bioconductor packages. The raw data are available on the series level in the file GSE_betas_raw.csv and includes unmethylated and methylated signal intensities	GPL13534	Ayden,,Saffari	ayden.saffari@lshtm.ac.uk	MRC International Nutrition Group	London School of Hygiene & Tropical Medicine, Keppel Street	London	WC1E 7HT	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656362/suppl/GSM2656362_9970497017_R04C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656362/suppl/GSM2656362_9970497017_R04C01_Red.idat.gz	0	dry	M	blood
9970497017_R04C02	GSM2656363	Public on Nov 23 2017	Jun 09 2017	Jan 23 2018	genomic	1	blood	Homo sapiens	tissue: blood	Sex: F	season: NA	genomic DNA	genomic DNA was extracted and purified from blood samples by desalting, proteinase K digestion, and ammonium acetate precipitation	Cy5 and Cy3	Standard Illumina Protocol	9606	bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium HumanMethylation 450k Beadchip using standard Illumina protocol	Arrays were imaged using iScan with standard recommended Illumina scanner settings	sample	genomic DNA from peripheral blood	GenomeStudio and R/Bioconductor packages. The raw data are available on the series level in the file GSE_betas_raw.csv and includes unmethylated and methylated signal intensities	GPL13534	Ayden,,Saffari	ayden.saffari@lshtm.ac.uk	MRC International Nutrition Group	London School of Hygiene & Tropical Medicine, Keppel Street	London	WC1E 7HT	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656363/suppl/GSM2656363_9970497017_R04C02_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656363/suppl/GSM2656363_9970497017_R04C02_Red.idat.gz	0	NA	F	blood
9970497017_R05C01	GSM2656364	Public on Nov 23 2017	Jun 09 2017	Jan 23 2018	genomic	1	blood	Homo sapiens	tissue: blood	Sex: M	season: NA	genomic DNA	genomic DNA was extracted and purified from blood samples by desalting, proteinase K digestion, and ammonium acetate precipitation	Cy5 and Cy3	Standard Illumina Protocol	9606	bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium HumanMethylation 450k Beadchip using standard Illumina protocol	Arrays were imaged using iScan with standard recommended Illumina scanner settings	sample	genomic DNA from peripheral blood	GenomeStudio and R/Bioconductor packages. The raw data are available on the series level in the file GSE_betas_raw.csv and includes unmethylated and methylated signal intensities	GPL13534	Ayden,,Saffari	ayden.saffari@lshtm.ac.uk	MRC International Nutrition Group	London School of Hygiene & Tropical Medicine, Keppel Street	London	WC1E 7HT	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656364/suppl/GSM2656364_9970497017_R05C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656364/suppl/GSM2656364_9970497017_R05C01_Red.idat.gz	0	NA	M	blood
9970497017_R05C02	GSM2656365	Public on Nov 23 2017	Jun 09 2017	Jan 23 2018	genomic	1	blood	Homo sapiens	tissue: blood	Sex: F	season: NA	genomic DNA	genomic DNA was extracted and purified from blood samples by desalting, proteinase K digestion, and ammonium acetate precipitation	Cy5 and Cy3	Standard Illumina Protocol	9606	bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium HumanMethylation 450k Beadchip using standard Illumina protocol	Arrays were imaged using iScan with standard recommended Illumina scanner settings	sample	genomic DNA from peripheral blood	GenomeStudio and R/Bioconductor packages. The raw data are available on the series level in the file GSE_betas_raw.csv and includes unmethylated and methylated signal intensities	GPL13534	Ayden,,Saffari	ayden.saffari@lshtm.ac.uk	MRC International Nutrition Group	London School of Hygiene & Tropical Medicine, Keppel Street	London	WC1E 7HT	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656365/suppl/GSM2656365_9970497017_R05C02_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656365/suppl/GSM2656365_9970497017_R05C02_Red.idat.gz	0	NA	F	blood
9970497017_R06C01	GSM2656366	Public on Nov 23 2017	Jun 09 2017	Jan 23 2018	genomic	1	blood	Homo sapiens	tissue: blood	Sex: M	season: NA	genomic DNA	genomic DNA was extracted and purified from blood samples by desalting, proteinase K digestion, and ammonium acetate precipitation	Cy5 and Cy3	Standard Illumina Protocol	9606	bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium HumanMethylation 450k Beadchip using standard Illumina protocol	Arrays were imaged using iScan with standard recommended Illumina scanner settings	sample	genomic DNA from peripheral blood	GenomeStudio and R/Bioconductor packages. The raw data are available on the series level in the file GSE_betas_raw.csv and includes unmethylated and methylated signal intensities	GPL13534	Ayden,,Saffari	ayden.saffari@lshtm.ac.uk	MRC International Nutrition Group	London School of Hygiene & Tropical Medicine, Keppel Street	London	WC1E 7HT	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656366/suppl/GSM2656366_9970497017_R06C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656366/suppl/GSM2656366_9970497017_R06C01_Red.idat.gz	0	NA	M	blood
9970497017_R06C02	GSM2656367	Public on Nov 23 2017	Jun 09 2017	Jan 23 2018	genomic	1	blood	Homo sapiens	tissue: blood	Sex: M	season: NA	genomic DNA	genomic DNA was extracted and purified from blood samples by desalting, proteinase K digestion, and ammonium acetate precipitation	Cy5 and Cy3	Standard Illumina Protocol	9606	bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium HumanMethylation 450k Beadchip using standard Illumina protocol	Arrays were imaged using iScan with standard recommended Illumina scanner settings	sample	genomic DNA from peripheral blood	GenomeStudio and R/Bioconductor packages. The raw data are available on the series level in the file GSE_betas_raw.csv and includes unmethylated and methylated signal intensities	GPL13534	Ayden,,Saffari	ayden.saffari@lshtm.ac.uk	MRC International Nutrition Group	London School of Hygiene & Tropical Medicine, Keppel Street	London	WC1E 7HT	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656367/suppl/GSM2656367_9970497017_R06C02_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656367/suppl/GSM2656367_9970497017_R06C02_Red.idat.gz	0	NA	M	blood
9970497018_R01C01	GSM2656368	Public on Nov 23 2017	Jun 09 2017	Jan 23 2018	genomic	1	blood	Homo sapiens	tissue: blood	Sex: F	season: NA	genomic DNA	genomic DNA was extracted and purified from blood samples by desalting, proteinase K digestion, and ammonium acetate precipitation	Cy5 and Cy3	Standard Illumina Protocol	9606	bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium HumanMethylation 450k Beadchip using standard Illumina protocol	Arrays were imaged using iScan with standard recommended Illumina scanner settings	sample	genomic DNA from peripheral blood	GenomeStudio and R/Bioconductor packages. The raw data are available on the series level in the file GSE_betas_raw.csv and includes unmethylated and methylated signal intensities	GPL13534	Ayden,,Saffari	ayden.saffari@lshtm.ac.uk	MRC International Nutrition Group	London School of Hygiene & Tropical Medicine, Keppel Street	London	WC1E 7HT	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656368/suppl/GSM2656368_9970497018_R01C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656368/suppl/GSM2656368_9970497018_R01C01_Red.idat.gz	0	NA	F	blood
9970497018_R01C02	GSM2656369	Public on Nov 23 2017	Jun 09 2017	Jan 23 2018	genomic	1	blood	Homo sapiens	tissue: blood	Sex: M	season: dry	genomic DNA	genomic DNA was extracted and purified from blood samples by desalting, proteinase K digestion, and ammonium acetate precipitation	Cy5 and Cy3	Standard Illumina Protocol	9606	bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium HumanMethylation 450k Beadchip using standard Illumina protocol	Arrays were imaged using iScan with standard recommended Illumina scanner settings	sample	genomic DNA from peripheral blood	GenomeStudio and R/Bioconductor packages. The raw data are available on the series level in the file GSE_betas_raw.csv and includes unmethylated and methylated signal intensities	GPL13534	Ayden,,Saffari	ayden.saffari@lshtm.ac.uk	MRC International Nutrition Group	London School of Hygiene & Tropical Medicine, Keppel Street	London	WC1E 7HT	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656369/suppl/GSM2656369_9970497018_R01C02_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656369/suppl/GSM2656369_9970497018_R01C02_Red.idat.gz	0	dry	M	blood
9970497018_R02C01	GSM2656370	Public on Nov 23 2017	Jun 09 2017	Jan 23 2018	genomic	1	blood	Homo sapiens	tissue: blood	Sex: F	season: dry	genomic DNA	genomic DNA was extracted and purified from blood samples by desalting, proteinase K digestion, and ammonium acetate precipitation	Cy5 and Cy3	Standard Illumina Protocol	9606	bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium HumanMethylation 450k Beadchip using standard Illumina protocol	Arrays were imaged using iScan with standard recommended Illumina scanner settings	sample	genomic DNA from peripheral blood	GenomeStudio and R/Bioconductor packages. The raw data are available on the series level in the file GSE_betas_raw.csv and includes unmethylated and methylated signal intensities	GPL13534	Ayden,,Saffari	ayden.saffari@lshtm.ac.uk	MRC International Nutrition Group	London School of Hygiene & Tropical Medicine, Keppel Street	London	WC1E 7HT	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656370/suppl/GSM2656370_9970497018_R02C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656370/suppl/GSM2656370_9970497018_R02C01_Red.idat.gz	0	dry	F	blood
9970497018_R02C02	GSM2656371	Public on Nov 23 2017	Jun 09 2017	Jan 23 2018	genomic	1	blood	Homo sapiens	tissue: blood	Sex: M	season: NA	genomic DNA	genomic DNA was extracted and purified from blood samples by desalting, proteinase K digestion, and ammonium acetate precipitation	Cy5 and Cy3	Standard Illumina Protocol	9606	bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium HumanMethylation 450k Beadchip using standard Illumina protocol	Arrays were imaged using iScan with standard recommended Illumina scanner settings	sample	genomic DNA from peripheral blood	GenomeStudio and R/Bioconductor packages. The raw data are available on the series level in the file GSE_betas_raw.csv and includes unmethylated and methylated signal intensities	GPL13534	Ayden,,Saffari	ayden.saffari@lshtm.ac.uk	MRC International Nutrition Group	London School of Hygiene & Tropical Medicine, Keppel Street	London	WC1E 7HT	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656371/suppl/GSM2656371_9970497018_R02C02_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656371/suppl/GSM2656371_9970497018_R02C02_Red.idat.gz	0	NA	M	blood
9970497018_R03C01	GSM2656372	Public on Nov 23 2017	Jun 09 2017	Jan 23 2018	genomic	1	blood	Homo sapiens	tissue: blood	Sex: F	season: NA	genomic DNA	genomic DNA was extracted and purified from blood samples by desalting, proteinase K digestion, and ammonium acetate precipitation	Cy5 and Cy3	Standard Illumina Protocol	9606	bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium HumanMethylation 450k Beadchip using standard Illumina protocol	Arrays were imaged using iScan with standard recommended Illumina scanner settings	sample	genomic DNA from peripheral blood	GenomeStudio and R/Bioconductor packages. The raw data are available on the series level in the file GSE_betas_raw.csv and includes unmethylated and methylated signal intensities	GPL13534	Ayden,,Saffari	ayden.saffari@lshtm.ac.uk	MRC International Nutrition Group	London School of Hygiene & Tropical Medicine, Keppel Street	London	WC1E 7HT	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656372/suppl/GSM2656372_9970497018_R03C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656372/suppl/GSM2656372_9970497018_R03C01_Red.idat.gz	0	NA	F	blood
9970497018_R03C02	GSM2656373	Public on Nov 23 2017	Jun 09 2017	Jan 23 2018	genomic	1	blood	Homo sapiens	tissue: blood	Sex: M	season: dry	genomic DNA	genomic DNA was extracted and purified from blood samples by desalting, proteinase K digestion, and ammonium acetate precipitation	Cy5 and Cy3	Standard Illumina Protocol	9606	bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium HumanMethylation 450k Beadchip using standard Illumina protocol	Arrays were imaged using iScan with standard recommended Illumina scanner settings	sample	genomic DNA from peripheral blood	GenomeStudio and R/Bioconductor packages. The raw data are available on the series level in the file GSE_betas_raw.csv and includes unmethylated and methylated signal intensities	GPL13534	Ayden,,Saffari	ayden.saffari@lshtm.ac.uk	MRC International Nutrition Group	London School of Hygiene & Tropical Medicine, Keppel Street	London	WC1E 7HT	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656373/suppl/GSM2656373_9970497018_R03C02_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656373/suppl/GSM2656373_9970497018_R03C02_Red.idat.gz	0	dry	M	blood
9970497018_R04C01	GSM2656374	Public on Nov 23 2017	Jun 09 2017	Jan 23 2018	genomic	1	blood	Homo sapiens	tissue: blood	Sex: F	season: NA	genomic DNA	genomic DNA was extracted and purified from blood samples by desalting, proteinase K digestion, and ammonium acetate precipitation	Cy5 and Cy3	Standard Illumina Protocol	9606	bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium HumanMethylation 450k Beadchip using standard Illumina protocol	Arrays were imaged using iScan with standard recommended Illumina scanner settings	sample	genomic DNA from peripheral blood	GenomeStudio and R/Bioconductor packages. The raw data are available on the series level in the file GSE_betas_raw.csv and includes unmethylated and methylated signal intensities	GPL13534	Ayden,,Saffari	ayden.saffari@lshtm.ac.uk	MRC International Nutrition Group	London School of Hygiene & Tropical Medicine, Keppel Street	London	WC1E 7HT	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656374/suppl/GSM2656374_9970497018_R04C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656374/suppl/GSM2656374_9970497018_R04C01_Red.idat.gz	0	NA	F	blood
9970497018_R04C02	GSM2656375	Public on Nov 23 2017	Jun 09 2017	Jan 23 2018	genomic	1	blood	Homo sapiens	tissue: blood	Sex: M	season: rainy	genomic DNA	genomic DNA was extracted and purified from blood samples by desalting, proteinase K digestion, and ammonium acetate precipitation	Cy5 and Cy3	Standard Illumina Protocol	9606	bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium HumanMethylation 450k Beadchip using standard Illumina protocol	Arrays were imaged using iScan with standard recommended Illumina scanner settings	sample	genomic DNA from peripheral blood	GenomeStudio and R/Bioconductor packages. The raw data are available on the series level in the file GSE_betas_raw.csv and includes unmethylated and methylated signal intensities	GPL13534	Ayden,,Saffari	ayden.saffari@lshtm.ac.uk	MRC International Nutrition Group	London School of Hygiene & Tropical Medicine, Keppel Street	London	WC1E 7HT	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656375/suppl/GSM2656375_9970497018_R04C02_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656375/suppl/GSM2656375_9970497018_R04C02_Red.idat.gz	0	rainy	M	blood
9970497018_R05C01	GSM2656376	Public on Nov 23 2017	Jun 09 2017	Jan 23 2018	genomic	1	blood	Homo sapiens	tissue: blood	Sex: F	season: dry	genomic DNA	genomic DNA was extracted and purified from blood samples by desalting, proteinase K digestion, and ammonium acetate precipitation	Cy5 and Cy3	Standard Illumina Protocol	9606	bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium HumanMethylation 450k Beadchip using standard Illumina protocol	Arrays were imaged using iScan with standard recommended Illumina scanner settings	sample	genomic DNA from peripheral blood	GenomeStudio and R/Bioconductor packages. The raw data are available on the series level in the file GSE_betas_raw.csv and includes unmethylated and methylated signal intensities	GPL13534	Ayden,,Saffari	ayden.saffari@lshtm.ac.uk	MRC International Nutrition Group	London School of Hygiene & Tropical Medicine, Keppel Street	London	WC1E 7HT	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656376/suppl/GSM2656376_9970497018_R05C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656376/suppl/GSM2656376_9970497018_R05C01_Red.idat.gz	0	dry	F	blood
9970497018_R05C02	GSM2656377	Public on Nov 23 2017	Jun 09 2017	Jan 23 2018	genomic	1	blood	Homo sapiens	tissue: blood	Sex: F	season: NA	genomic DNA	genomic DNA was extracted and purified from blood samples by desalting, proteinase K digestion, and ammonium acetate precipitation	Cy5 and Cy3	Standard Illumina Protocol	9606	bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium HumanMethylation 450k Beadchip using standard Illumina protocol	Arrays were imaged using iScan with standard recommended Illumina scanner settings	sample	genomic DNA from peripheral blood	GenomeStudio and R/Bioconductor packages. The raw data are available on the series level in the file GSE_betas_raw.csv and includes unmethylated and methylated signal intensities	GPL13534	Ayden,,Saffari	ayden.saffari@lshtm.ac.uk	MRC International Nutrition Group	London School of Hygiene & Tropical Medicine, Keppel Street	London	WC1E 7HT	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656377/suppl/GSM2656377_9970497018_R05C02_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656377/suppl/GSM2656377_9970497018_R05C02_Red.idat.gz	0	NA	F	blood
9970497018_R06C01	GSM2656378	Public on Nov 23 2017	Jun 09 2017	Jan 23 2018	genomic	1	blood	Homo sapiens	tissue: blood	Sex: M	season: NA	genomic DNA	genomic DNA was extracted and purified from blood samples by desalting, proteinase K digestion, and ammonium acetate precipitation	Cy5 and Cy3	Standard Illumina Protocol	9606	bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium HumanMethylation 450k Beadchip using standard Illumina protocol	Arrays were imaged using iScan with standard recommended Illumina scanner settings	replicate	genomic DNA from peripheral blood	GenomeStudio and R/Bioconductor packages. The raw data are available on the series level in the file GSE_betas_raw.csv and includes unmethylated and methylated signal intensities	GPL13534	Ayden,,Saffari	ayden.saffari@lshtm.ac.uk	MRC International Nutrition Group	London School of Hygiene & Tropical Medicine, Keppel Street	London	WC1E 7HT	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656378/suppl/GSM2656378_9970497018_R06C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656378/suppl/GSM2656378_9970497018_R06C01_Red.idat.gz	0	NA	M	blood
9970497018_R06C02	GSM2656379	Public on Nov 23 2017	Jun 09 2017	Jan 23 2018	genomic	1	blood	Homo sapiens	tissue: blood	Sex: F	season: rainy	genomic DNA	genomic DNA was extracted and purified from blood samples by desalting, proteinase K digestion, and ammonium acetate precipitation	Cy5 and Cy3	Standard Illumina Protocol	9606	bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium HumanMethylation 450k Beadchip using standard Illumina protocol	Arrays were imaged using iScan with standard recommended Illumina scanner settings	sample	genomic DNA from peripheral blood	GenomeStudio and R/Bioconductor packages. The raw data are available on the series level in the file GSE_betas_raw.csv and includes unmethylated and methylated signal intensities	GPL13534	Ayden,,Saffari	ayden.saffari@lshtm.ac.uk	MRC International Nutrition Group	London School of Hygiene & Tropical Medicine, Keppel Street	London	WC1E 7HT	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656379/suppl/GSM2656379_9970497018_R06C02_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656379/suppl/GSM2656379_9970497018_R06C02_Red.idat.gz	0	rainy	F	blood
9970497043_R01C01	GSM2656380	Public on Nov 23 2017	Jun 09 2017	Jan 23 2018	genomic	1	blood	Homo sapiens	tissue: blood	Sex: M	season: dry	genomic DNA	genomic DNA was extracted and purified from blood samples by desalting, proteinase K digestion, and ammonium acetate precipitation	Cy5 and Cy3	Standard Illumina Protocol	9606	bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium HumanMethylation 450k Beadchip using standard Illumina protocol	Arrays were imaged using iScan with standard recommended Illumina scanner settings	sample	genomic DNA from peripheral blood	GenomeStudio and R/Bioconductor packages. The raw data are available on the series level in the file GSE_betas_raw.csv and includes unmethylated and methylated signal intensities	GPL13534	Ayden,,Saffari	ayden.saffari@lshtm.ac.uk	MRC International Nutrition Group	London School of Hygiene & Tropical Medicine, Keppel Street	London	WC1E 7HT	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656380/suppl/GSM2656380_9970497043_R01C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656380/suppl/GSM2656380_9970497043_R01C01_Red.idat.gz	0	dry	M	blood
9970497043_R01C02	GSM2656381	Public on Nov 23 2017	Jun 09 2017	Jan 23 2018	genomic	1	blood	Homo sapiens	tissue: blood	Sex: F	season: NA	genomic DNA	genomic DNA was extracted and purified from blood samples by desalting, proteinase K digestion, and ammonium acetate precipitation	Cy5 and Cy3	Standard Illumina Protocol	9606	bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium HumanMethylation 450k Beadchip using standard Illumina protocol	Arrays were imaged using iScan with standard recommended Illumina scanner settings	sample	genomic DNA from peripheral blood	GenomeStudio and R/Bioconductor packages. The raw data are available on the series level in the file GSE_betas_raw.csv and includes unmethylated and methylated signal intensities	GPL13534	Ayden,,Saffari	ayden.saffari@lshtm.ac.uk	MRC International Nutrition Group	London School of Hygiene & Tropical Medicine, Keppel Street	London	WC1E 7HT	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656381/suppl/GSM2656381_9970497043_R01C02_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656381/suppl/GSM2656381_9970497043_R01C02_Red.idat.gz	0	NA	F	blood
9970497043_R02C01	GSM2656382	Public on Nov 23 2017	Jun 09 2017	Jan 23 2018	genomic	1	blood	Homo sapiens	tissue: blood	Sex: M	season: NA	genomic DNA	genomic DNA was extracted and purified from blood samples by desalting, proteinase K digestion, and ammonium acetate precipitation	Cy5 and Cy3	Standard Illumina Protocol	9606	bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium HumanMethylation 450k Beadchip using standard Illumina protocol	Arrays were imaged using iScan with standard recommended Illumina scanner settings	sample	genomic DNA from peripheral blood	GenomeStudio and R/Bioconductor packages. The raw data are available on the series level in the file GSE_betas_raw.csv and includes unmethylated and methylated signal intensities	GPL13534	Ayden,,Saffari	ayden.saffari@lshtm.ac.uk	MRC International Nutrition Group	London School of Hygiene & Tropical Medicine, Keppel Street	London	WC1E 7HT	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656382/suppl/GSM2656382_9970497043_R02C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656382/suppl/GSM2656382_9970497043_R02C01_Red.idat.gz	0	NA	M	blood
9970497043_R02C02	GSM2656383	Public on Nov 23 2017	Jun 09 2017	Jan 23 2018	genomic	1	blood	Homo sapiens	tissue: blood	Sex: F	season: dry	genomic DNA	genomic DNA was extracted and purified from blood samples by desalting, proteinase K digestion, and ammonium acetate precipitation	Cy5 and Cy3	Standard Illumina Protocol	9606	bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium HumanMethylation 450k Beadchip using standard Illumina protocol	Arrays were imaged using iScan with standard recommended Illumina scanner settings	sample	genomic DNA from peripheral blood	GenomeStudio and R/Bioconductor packages. The raw data are available on the series level in the file GSE_betas_raw.csv and includes unmethylated and methylated signal intensities	GPL13534	Ayden,,Saffari	ayden.saffari@lshtm.ac.uk	MRC International Nutrition Group	London School of Hygiene & Tropical Medicine, Keppel Street	London	WC1E 7HT	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656383/suppl/GSM2656383_9970497043_R02C02_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656383/suppl/GSM2656383_9970497043_R02C02_Red.idat.gz	0	dry	F	blood
9970497043_R03C01	GSM2656384	Public on Nov 23 2017	Jun 09 2017	Jan 23 2018	genomic	1	blood	Homo sapiens	tissue: blood	Sex: M	season: NA	genomic DNA	genomic DNA was extracted and purified from blood samples by desalting, proteinase K digestion, and ammonium acetate precipitation	Cy5 and Cy3	Standard Illumina Protocol	9606	bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium HumanMethylation 450k Beadchip using standard Illumina protocol	Arrays were imaged using iScan with standard recommended Illumina scanner settings	sample	genomic DNA from peripheral blood	GenomeStudio and R/Bioconductor packages. The raw data are available on the series level in the file GSE_betas_raw.csv and includes unmethylated and methylated signal intensities	GPL13534	Ayden,,Saffari	ayden.saffari@lshtm.ac.uk	MRC International Nutrition Group	London School of Hygiene & Tropical Medicine, Keppel Street	London	WC1E 7HT	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656384/suppl/GSM2656384_9970497043_R03C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656384/suppl/GSM2656384_9970497043_R03C01_Red.idat.gz	0	NA	M	blood
